DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,CREDICORP LTD.,GERENTE DE FINANZAS,01/10/2013,A la actualidad,CREDICORP LTD.,"0 años, 6 meses, 10 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,CCR INC.,PRESIDENTE DEL DIRECTORIO,03/10/2013,A la actualidad,CREDICORP LTD.,"0 años, 6 meses, 12 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,BANCO DE CREDITO DEL PERU,,24/06/2016,A la actualidad,CREDICORP LTD.,"3 años, 3 meses, 3 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,BANCO DE CREDITO DEL PERU,G.CENTRAL DE PLANEA.Y FINANZAS,01/10/2013,A la actualidad,CREDICORP LTD.,"0 años, 6 meses, 10 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,EDYFICAR PERU S.A.,DIRECTOR,31/03/2016,A la actualidad,CREDICORP LTD.,"3 años, 0 meses, 10 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,EDYFICAR PERU S.A.,DIRECTOR,25/03/2014,31/03/2016,CREDICORP LTD.,"1 años, 0 meses, 4 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,,24/06/2016,A la actualidad,CREDICORP LTD.,"3 años, 3 meses, 3 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,GERENTE GENERAL,01/10/2013,31/08/2015,CREDICORP LTD.,"0 años, 6 meses, 10 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"4 años, 0 meses, 9 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,01/10/2013,30/03/2017,CREDICORP LTD.,"0 años, 6 meses, 10 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,21/03/2013,26/03/2014,CREDICORP LTD.,,24/06/2016,A la actualidad,CREDICORP LTD.,"2 años, 2 meses, 29 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,21/03/2013,26/03/2014,BANCO DE CREDITO DEL PERU,,24/06/2016,A la actualidad,CREDICORP LTD.,"2 años, 2 meses, 29 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,21/03/2013,26/03/2014,EDYFICAR PERU S.A.,DIRECTOR,31/03/2016,A la actualidad,CREDICORP LTD.,"2 años, 0 meses, 5 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR,23/03/2016,A la actualidad,CREDICORP LTD.,"1 años, 11 meses, 26 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR,27/03/2014,23/03/2016,CREDICORP LTD.,"0 años, 0 meses, 1 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,21/03/2013,26/03/2014,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,,24/06/2016,A la actualidad,CREDICORP LTD.,"2 años, 2 meses, 29 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,21/03/2013,26/03/2014,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"3 años, 0 meses, 4 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,CREDICORP LTD.,,24/06/2016,A la actualidad,CREDICORP LTD.,"1 años, 2 meses, 25 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,BANCO DE CREDITO DEL PERU,,24/06/2016,A la actualidad,CREDICORP LTD.,"1 años, 2 meses, 25 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,EDYFICAR PERU S.A.,DIRECTOR,31/03/2016,A la actualidad,CREDICORP LTD.,"1 años, 0 meses, 1 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR,23/03/2016,A la actualidad,CREDICORP LTD.,"0 años, 11 meses, 22 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,,24/06/2016,A la actualidad,CREDICORP LTD.,"1 años, 2 meses, 25 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"2 años, 0 meses, 0 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2015,29/03/2016,CREDICORP LTD.,,24/06/2016,A la actualidad,CREDICORP LTD.,"0 años, 2 meses, 26 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2015,29/03/2016,BANCO DE CREDITO DEL PERU,,24/06/2016,A la actualidad,CREDICORP LTD.,"0 años, 2 meses, 26 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2015,29/03/2016,EDYFICAR PERU S.A.,DIRECTOR,31/03/2016,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 2 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2015,29/03/2016,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,,24/06/2016,A la actualidad,CREDICORP LTD.,"0 años, 2 meses, 26 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2015,29/03/2016,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"1 años, 0 meses, 1 días."
DASSO MONTERO FERNANDO,PRIMA AFP S.A.,DIRECTOR,29/03/2016,28/03/2017,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 2 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,25/09/2008,02/03/2009,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,31/08/2015,CREDICORP LTD.,"2 años, 0 meses, 29 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,21/10/2009,03/03/2010,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"6 años, 0 meses, 28 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,21/10/2009,03/03/2010,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,25/03/2014,31/03/2016,CREDICORP LTD.,"4 años, 0 meses, 22 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,21/10/2009,03/03/2010,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,29/03/2012,25/03/2014,CREDICORP LTD.,"2 años, 0 meses, 26 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,21/10/2009,03/03/2010,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2010,29/03/2012,CREDICORP LTD.,"0 años, 0 meses, 28 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,03/03/2010,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,31/08/2015,CREDICORP LTD.,"1 años, 0 meses, 28 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,04/03/2010,24/03/2011,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"5 años, 0 meses, 7 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,04/03/2010,24/03/2011,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,25/03/2014,31/03/2016,CREDICORP LTD.,"3 años, 0 meses, 1 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,04/03/2010,24/03/2011,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,29/03/2012,25/03/2014,CREDICORP LTD.,"1 años, 0 meses, 5 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,04/03/2010,24/03/2011,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,31/08/2015,CREDICORP LTD.,"0 años, 0 meses, 7 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,24/03/2011,30/03/2012,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"4 años, 0 meses, 1 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,24/03/2011,30/03/2012,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,25/03/2014,31/03/2016,CREDICORP LTD.,"1 años, 11 meses, 23 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"3 años, 0 meses, 10 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,21/03/2013,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,25/03/2014,31/03/2016,CREDICORP LTD.,"1 años, 0 meses, 4 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,21/03/2013,26/03/2014,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"2 años, 0 meses, 5 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,VICEPRESIDENTE DEL DIRECTORIO,23/03/2016,A la actualidad,CREDICORP LTD.,"1 años, 11 meses, 26 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,VICEPRESIDENTE DEL DIRECTORIO,15/04/2015,23/03/2016,CREDICORP LTD.,"1 años, 0 meses, 20 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,PRESIDENTE DEL DIRECTORIO,24/04/2014,15/04/2015,CREDICORP LTD.,"0 años, 0 meses, 29 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR,27/03/2014,24/04/2014,CREDICORP LTD.,"0 años, 0 meses, 1 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,PRESIDENTE DEL DIRECTORIO,27/03/2014,27/03/2014,CREDICORP LTD.,"0 años, 0 meses, 1 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"1 años, 0 meses, 1 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,MIBANCO BANCO DE LA MICROEMPRESA S.A.,VICEPRESIDENTE DEL DIRECTORIO,23/03/2016,A la actualidad,CREDICORP LTD.,"0 años, 11 meses, 22 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,30/03/2015,MIBANCO BANCO DE LA MICROEMPRESA S.A.,VICEPRESIDENTE DEL DIRECTORIO,15/04/2015,23/03/2016,CREDICORP LTD.,"0 años, 0 meses, 16 días."
FERRARI DE LAS CASAS GIANFRANCO PIERO DARIO,PRIMA AFP S.A.,DIRECTOR,30/03/2015,29/03/2016,EDYFICAR PERU S.A.,PRESIDENTE DEL DIRECTORIO,31/03/2016,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 2 días."
LOAIZA NEGREIROS RUBEN FERNANDO,PRIMA AFP S.A.,DIRECTOR,30/03/2012,30/03/2012,BANCO DE CREDITO DEL PERU,GERENTE DE SUBSIDIARIAS,10/05/2012,10/01/2014,CREDICORP LTD.,"0 años, 1 meses, 10 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,DIRECTOR,28/03/2007,29/02/2008,CCR INC.,DIRECTOR,02/06/2008,08/03/2012,CREDICORP LTD.,"0 años, 3 meses, 4 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,DIRECTOR,28/03/2007,29/02/2008,BANCO DE CREDITO DEL PERU,G. CENTRAL ADM. DE ACTIVOS,01/04/2008,22/02/2012,CREDICORP LTD.,"0 años, 1 meses, 3 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,DIRECTOR,28/03/2007,29/02/2008,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,14/04/2011,CREDICORP LTD.,"3 años, 1 meses, 2 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,DIRECTOR,29/02/2008,02/03/2009,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,14/04/2011,CREDICORP LTD.,"2 años, 0 meses, 29 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,03/03/2010,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,14/04/2011,CREDICORP LTD.,"1 años, 0 meses, 28 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,DIRECTOR,04/03/2010,18/03/2010,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,14/04/2011,CREDICORP LTD.,"1 años, 0 meses, 13 días."
MAGGIOLO DIBOS JAVIER ERNESTO,PRIMA AFP S.A.,VICEPRESIDENTE DEL DIRECTORIO,18/03/2010,24/03/2011,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,31/03/2011,14/04/2011,CREDICORP LTD.,"0 años, 0 meses, 7 días."
MORALES DASSO JOSE RAIMUNDO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,01/01/2007,29/02/2008,CREDICORP LTD.,VICEPRESIDENTE DEL DIRECTORIO,28/03/2008,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 28 días."
MORALES DASSO JOSE RAIMUNDO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,01/01/2007,29/02/2008,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,VICEPRESIDENTE DEL DIRECTORIO,22/04/2009,26/03/2010,CREDICORP LTD.,"1 años, 1 meses, 24 días."
MORALES DASSO JOSE RAIMUNDO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,01/01/2007,29/02/2008,BANCO DE CREDITO DEL PERU,VICEPRESIDENTE DEL DIRECTORIO,30/03/2012,A la actualidad,CREDICORP LTD.,"4 años, 1 meses, 1 días."
MORALES DASSO JOSE RAIMUNDO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,01/01/2007,29/02/2008,BANCO DE CREDITO DEL PERU,VICEPRESIDENTE DEL DIRECTORIO,31/03/2009,30/03/2012,CREDICORP LTD.,"1 años, 1 meses, 2 días."
MORALES DASSO JOSE RAIMUNDO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,01/01/2007,29/02/2008,CREDITO LEASING S.A.,VICEPRESIDENTE DEL DIRECTORIO,22/04/2009,A la actualidad,CREDICORP LTD.,"1 años, 1 meses, 24 días."
MORALES DASSO JOSE RAIMUNDO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,01/01/2007,29/02/2008,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,VICEPRESIDENTE DEL DIRECTORIO,22/04/2009,26/03/2010,CREDICORP LTD.,"1 años, 1 meses, 24 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR SUPLENTE,23/03/2016,A la actualidad,CREDICORP LTD.,"1 años, 11 meses, 26 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,26/03/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR SUPLENTE,27/03/2014,23/03/2016,CREDICORP LTD.,"0 años, 0 meses, 1 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,09/10/2013,26/03/2014,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"3 años, 0 meses, 4 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,09/10/2013,26/03/2014,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,01/09/2015,30/03/2017,CREDICORP LTD.,"1 años, 5 meses, 6 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,05/09/2014,MIBANCO BANCO DE LA MICROEMPRESA S.A.,DIRECTOR SUPLENTE,23/03/2016,A la actualidad,CREDICORP LTD.,"1 años, 6 meses, 18 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,05/09/2014,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,30/03/2017,A la actualidad,CREDICORP LTD.,"2 años, 6 meses, 25 días."
RIOS BRICEÑO CESAR GONZALO,PRIMA AFP S.A.,DIRECTOR,26/03/2014,05/09/2014,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,01/09/2015,30/03/2017,CREDICORP LTD.,"0 años, 11 meses, 27 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,CREDICORP LTD.,PRESIDENTE EJECUTIVO,31/03/2009,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 5 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,CREDICORP LTD.,PRESIDENTE DEL DIRECTORIO,31/03/2009,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 5 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,PRESIDENTE DEL DIRECTORIO,22/04/2009,26/03/2010,CREDICORP LTD.,"0 años, 0 meses, 27 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,BANCO DE CREDITO DEL PERU,PRESIDENTE DEL DIRECTORIO,30/03/2012,A la actualidad,CREDICORP LTD.,"3 años, 0 meses, 4 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,BANCO DE CREDITO DEL PERU,PRESIDENTE DEL DIRECTORIO,31/03/2009,30/03/2012,CREDICORP LTD.,"0 años, 0 meses, 5 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,CREDITO LEASING S.A.,PRESIDENTE DEL DIRECTORIO,22/04/2009,A la actualidad,CREDICORP LTD.,"0 años, 0 meses, 27 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,DIRECTOR,02/03/2009,26/03/2009,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,PRESIDENTE DEL DIRECTORIO,22/04/2009,26/03/2010,CREDICORP LTD.,"0 años, 0 meses, 27 días."
ROMERO PAOLETTI DIONISIO,PRIMA AFP S.A.,PRESIDENTE DEL DIRECTORIO,26/03/2009,03/03/2010,BANCO DE CREDITO DEL PERU,PRESIDENTE DEL DIRECTORIO,30/03/2012,A la actualidad,CREDICORP LTD.,"2 años, 0 meses, 27 días."
LOAIZA NEGREIROS RUBEN FERNANDO,PRIMA AFP S.A.,GERENTE GENERAL,01/01/2007,30/04/2012,BANCO DE CREDITO DEL PERU,GERENTE DE SUBSIDIARIAS,10/05/2012,10/01/2014,CREDICORP LTD.,"0 años, 0 meses, 10 días."
FLIT PAIT MICHEL ALEX,PRIMA AFP S.A.,GERENC. DE ADM. Y FINANZAS,01/01/2007,29/01/2009,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,,27/12/2016,A la actualidad,CREDICORP LTD.,"7 años, 10 meses, 28 días."
FLIT PAIT MICHEL ALEX,PRIMA AFP S.A.,GERENC. DE ADM. Y FINANZAS,01/01/2007,29/01/2009,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,DIRECTOR,28/03/2016,A la actualidad,CREDICORP LTD.,"7 años, 1 meses, 28 días."
FLIT PAIT MICHEL ALEX,PRIMA AFP S.A.,REPRESENTANTE BURSATIL,01/01/2007,29/03/2007,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,,27/12/2016,A la actualidad,CREDICORP LTD.,"9 años, 8 meses, 28 días."
FLIT PAIT MICHEL ALEX,PRIMA AFP S.A.,REPRESENTANTE BURSATIL,01/01/2007,29/03/2007,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,DIRECTOR,28/03/2016,A la actualidad,CREDICORP LTD.,"8 años, 11 meses, 28 días."
PEREZ REYES ZARAK ALEJANDRO,PRIMA AFP S.A.,GERENTE INVERSIONES,01/05/2008,31/12/2011,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,DIRECTOR,27/06/2016,A la actualidad,CREDICORP LTD.,"4 años, 5 meses, 27 días."
PEREZ REYES ZARAK ALEJANDRO,PRIMA AFP S.A.,GERENTE INVERSIONES,01/05/2008,31/12/2011,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,DIRECTOR,13/06/2012,06/10/2014,CREDICORP LTD.,"0 años, 5 meses, 13 días."
ZAPATA MANSILLA BRUNO MANFREDO,PRIMA AFP S.A.,GERENCIA DE RIESGOS,01/01/2007,31/12/2009,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,25/05/2010,31/03/2011,CREDICORP LTD.,"0 años, 4 meses, 24 días."
ZAPATA MANSILLA BRUNO MANFREDO,PRIMA AFP S.A.,GERENCIA DE RIESGOS,01/01/2007,31/12/2009,SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.,DIRECTOR,26/03/2010,25/05/2010,CREDICORP LTD.,"0 años, 2 meses, 23 días."
FLIT PAIT MICHEL ALEX,PRIMA AFP S.A.,,01/01/2007,29/01/2009,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,,27/12/2016,A la actualidad,CREDICORP LTD.,"7 años, 10 meses, 28 días."
FLIT PAIT MICHEL ALEX,PRIMA AFP S.A.,,01/01/2007,29/01/2009,CREDICORP CAPITAL SOCIEDAD TITULIZADORA S.A.,DIRECTOR,28/03/2016,A la actualidad,CREDICORP LTD.,"7 años, 1 meses, 28 días."
LOAIZA NEGREIROS RUBEN FERNANDO,PRIMA AFP S.A.,,01/01/2007,30/04/2012,BANCO DE CREDITO DEL PERU,GERENTE DE SUBSIDIARIAS,10/05/2012,10/01/2014,CREDICORP LTD.,"0 años, 0 meses, 10 días."
ARAMBURU ARIAS IGNACIO,PROFUTURO AFP,DIRECTOR,30/01/2017,27/03/2017,CREDISCOTIA FINANCIERA S.A.,DIRECTOR,31/03/2017,A la actualidad,THE BANK OF NOVA SCOTIA,"0 años, 0 meses, 4 días."
CALDA GIURATO RAFAEL MARIO,PROFUTURO AFP,DIRECTOR,17/07/2008,27/03/2009,CREDISCOTIA FINANCIERA S.A.,DIRECTOR,30/03/2012,06/08/2012,THE BANK OF NOVA SCOTIA,"3 años, 0 meses, 3 días."
CALDA GIURATO RAFAEL MARIO,PROFUTURO AFP,DIRECTOR,17/07/2008,27/03/2009,CREDISCOTIA FINANCIERA S.A.,DIRECTOR,30/03/2011,30/03/2012,THE BANK OF NOVA SCOTIA,"2 años, 0 meses, 3 días."
CALDA GIURATO RAFAEL MARIO,PROFUTURO AFP,DIRECTOR,17/07/2008,27/03/2009,CREDISCOTIA FINANCIERA S.A.,DIRECTOR,30/03/2010,30/03/2011,THE BANK OF NOVA SCOTIA,"1 años, 0 meses, 3 días."
CALDA GIURATO RAFAEL MARIO,PROFUTURO AFP,DIRECTOR,17/07/2008,27/03/2009,CREDISCOTIA FINANCIERA S.A.,DIRECTOR ALTERNO,31/03/2009,30/03/2010,THE BANK OF NOVA SCOTIA,"0 años, 0 meses, 4 días."
CALDA GIURATO RAFAEL MARIO,PROFUTURO AFP,DIRECTOR,19/06/2008,27/03/2009,SCOTIABANK PERU S.A.A.,VICEP.SENIOR BANCA RETAIL,24/09/2009,06/08/2012,THE BANK OF NOVA SCOTIA,"0 años, 5 meses, 28 días."
CALDA GIURATO RAFAEL MARIO,PROFUTURO AFP,DIRECTOR,27/03/2009,19/03/2010,CREDISCOTIA FINANCIERA S.A.,DIRECTOR,30/03/2012,06/08/2012,THE BANK OF NOVA SCOTIA,"2 años, 0 meses, 11 días."
