"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CCR INC.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2013-05-21,2014-03-26,"4 años, 11 meses, 19 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL","CREDICORP LTD.",2013-05-21,2014-03-26,"5 años, 1 meses, 20 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",,"CREDICORP LTD.",2013-05-21,2014-03-26,"8 años, 8 meses, 27 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,"CREDICORP LTD.",2013-05-21,2014-03-26,"2 años, 1 meses, 20 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"CREDICORP LTD.","GERENTE GENERAL","CREDICORP LTD.",2014-03-26,2014-05-22,"5 años, 11 meses, 26 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"CCR INC.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2014-03-26,2014-05-22,"5 años, 9 meses, 24 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL","CREDICORP LTD.",2014-03-26,2014-05-22,"5 años, 11 meses, 25 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",,"CREDICORP LTD.",2014-03-26,2014-05-22,"9 años, 7 meses, 2 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,"CREDICORP LTD.",2014-03-26,2014-05-22,"2 años, 11 meses, 23 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.","GERENTE GENERAL","CREDICORP LTD.",2014-05-22,2015-03-30,"6 años, 1 meses, 24 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CCR INC.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2014-05-22,2015-03-30,"5 años, 11 meses, 20 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL","CREDICORP LTD.",2014-05-22,2015-03-30,"6 años, 1 meses, 21 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","MIBANCO BANCO DE LA MICROEMPRESA S.A.",DIRECTOR,"CREDICORP LTD.",2015-03-24,2015-03-30,"0 años, 10 meses, 2 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",,"CREDICORP LTD.",2014-05-22,2015-03-30,"9 años, 8 meses, 28 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,"CREDICORP LTD.",2014-05-22,2015-03-30,"3 años, 1 meses, 21 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"CREDICORP LTD.","GERENTE GENERAL","CREDICORP LTD.",2015-03-30,2015-05-28,"7 años, 0 meses, 2 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"CCR INC.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2015-03-30,2015-05-28,"6 años, 9 meses, 28 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"BANCO DE CREDITO DEL PERU","GERENTE GENERAL","CREDICORP LTD.",2015-03-30,2015-05-28,"6 años, 11 meses, 29 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"MIBANCO BANCO DE LA MICROEMPRESA S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2015-04-15,2015-05-28,"0 años, 0 meses, 16 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"MIBANCO BANCO DE LA MICROEMPRESA S.A.",DIRECTOR,"CREDICORP LTD.",2015-03-30,2015-04-15,"0 años, 0 meses, 6 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",,"CREDICORP LTD.",2015-03-30,2015-05-28,"10 años, 7 meses, 6 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.",DIRECTOR,"SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,"CREDICORP LTD.",2015-03-30,2015-05-28,"3 años, 11 meses, 27 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.","GERENTE GENERAL","CREDICORP LTD.",2015-05-28,2016-03-29,"7 años, 2 meses, 0 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CCR INC.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2015-05-28,2015-12-09,"6 años, 11 meses, 26 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL","CREDICORP LTD.",2015-05-28,2016-03-29,"7 años, 1 meses, 27 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","MIBANCO BANCO DE LA MICROEMPRESA S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2016-03-23,2016-03-29,"0 años, 9 meses, 24 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","MIBANCO BANCO DE LA MICROEMPRESA S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2015-05-28,2016-03-23,"0 años, 1 meses, 13 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",,"CREDICORP LTD.",2015-05-28,2016-03-29,"10 años, 9 meses, 4 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,"CREDICORP LTD.",2015-05-28,2015-08-31,"4 años, 1 meses, 27 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.","GERENTE GENERAL","CREDICORP LTD.",2016-03-29,2017-03-28,"8 años, 0 meses, 1 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","BANCO DE CREDITO DEL PERU","GERENTE GENERAL","CREDICORP LTD.",2016-03-29,2017-03-28,"7 años, 11 meses, 28 días."
"BAYLY LLONA WALTER","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO","MIBANCO BANCO DE LA MICROEMPRESA S.A.","PRESIDENTE DEL DIRECTORIO","CREDICORP LTD.",2016-03-29,2017-03-28,"0 años, 0 meses, 6 días."
