companyId,shareholderId,participation,beginDate,endDate,serie
62,106,12.09,2005-12-14,2006-04-21,
62,106,12.16,2006-04-21,2006-05-02,
62,106,12.16,2006-05-03,2006-05-29,
62,106,11.3,2006-05-29,2006-07-13,
62,106,10.4,2006-07-13,2006-08-17,
62,106,10.32,2006-08-17,2006-09-19,
62,106,10.11,2006-09-19,2006-09-29,
62,106,9.96,2006-09-29,2006-10-16,
62,106,8.97,2006-10-16,2006-11-06,
62,106,8.36,2006-11-06,2006-11-14,
62,106,7.74,2006-11-14,2006-12-07,
62,106,7.15,2006-12-07,2006-12-21,
62,106,6.96,2006-12-28,2007-01-15,
62,106,6.02,2007-01-15,2007-04-30,
62,106,5.62,2007-04-30,2007-05-31,
62,106,5.67,2007-05-31,2007-07-06,
62,106,5.32,2007-07-06,2007-07-17,
62,106,5.12,2007-07-17,2007-08-08,
62,106,5.09,2007-08-08,2007-08-15,
62,106,5,2007-08-15,2007-09-13,
62,106,6.31,2014-04-08,2014-05-09,
62,106,5.14,2014-09-08,2014-10-07,
62,106,5.06,2017-05-31,2017-06-30,
62,217,5.54,2007-05-31,2007-07-06,
62,217,5.84,2007-07-06,2007-07-17,
62,217,6.04,2007-07-17,2007-08-15,
62,217,6.13,2007-08-15,2007-09-13,
62,217,6.22,2007-09-13,2007-11-12,
62,217,6.26,2007-11-12,2007-12-03,
62,217,6.29,2007-12-03,2007-12-31,
62,217,6.32,2008-01-01,2008-01-14,
62,217,6.34,2008-01-14,2008-03-10,
62,217,6.37,2008-03-10,2008-04-09,
62,217,6.39,2008-04-09,2008-05-08,
62,217,6.5,2008-05-08,2009-08-11,
62,217,6.48,2009-08-11,2009-09-09,
62,217,6.45,2009-09-09,2010-02-08,
62,217,6.41,2010-02-08,2010-04-12,
62,217,6.37,2010-04-12,2011-01-10,
62,217,7.16,2011-06-08,2011-07-08,
62,217,7.17,2011-07-08,2011-08-09,
62,217,7.17,2011-08-09,2011-09-07,
62,218,13.7,2004-05-17,2004-10-28,
62,219,10.8,2004-05-17,2004-10-28,
62,219,11.08,2004-10-28,2005-09-15,
62,220,10.04,2005-09-05,2006-12-28,
62,220,7.27,2005-09-16,2005-11-25,
62,220,9.53,2005-11-25,2006-01-23,2006001721
62,220,9.78,2006-01-23,2006-05-02,
62,220,9.58,2006-05-03,2006-05-29,
62,220,9.78,2006-05-29,2006-07-13,
62,220,9.63,2006-07-13,2006-09-29,
62,220,9.79,2006-09-29,2006-10-16,
62,220,9.92,2006-10-16,2006-11-21,
62,220,10.05,2006-11-21,2006-12-07,
62,220,10.06,2006-12-07,2006-12-21,
62,220,10.01,2006-12-28,2007-01-05,
62,220,10,2007-01-05,2007-01-31,
62,220,9.6,2007-01-31,2007-04-30,
62,220,9.67,2007-04-30,2007-05-31,
62,220,9.75,2007-05-31,2007-07-06,
62,220,9.8,2007-07-06,2007-07-17,
62,220,9.72,2007-07-17,2007-11-12,
62,220,9.71,2007-11-12,2007-12-03,
62,220,9.76,2007-12-03,2007-12-31,
62,220,9.78,2008-01-01,2008-01-14,
62,220,10.94,2008-01-14,2008-01-16,
62,220,10.35,2008-01-16,2008-01-18,
62,220,10.29,2008-01-18,2008-01-21,
62,220,10.23,2008-01-21,2008-01-24,
62,220,9.54,2008-01-24,2008-02-07,
62,220,9.46,2008-02-07,2008-03-10,
62,220,9.45,2008-03-10,2008-04-09,
62,220,9.32,2008-04-09,2008-05-08,
62,220,9.17,2008-05-08,2008-06-06,
62,220,9.19,2008-06-06,2008-07-07,
62,220,8.87,2008-07-07,2008-08-11,
62,220,9.26,2008-08-11,2008-09-03,
62,220,9.35,2008-09-03,2008-10-09,
62,220,9.34,2008-10-09,2008-12-05,
62,220,9.49,2008-12-05,2009-01-13,
62,220,9.47,2009-01-13,2009-02-13,
62,220,9.46,2009-02-13,2009-04-13,
62,220,9.58,2009-04-13,2009-05-12,
62,220,9.45,2009-05-12,2009-06-10,
62,220,9.41,2009-06-10,2009-07-13,
62,220,9.39,2009-07-13,2009-08-11,
62,220,9.44,2009-08-11,2009-09-09,
62,220,9.22,2009-09-09,2009-10-14,
62,220,9.05,2009-10-14,2009-11-09,
62,220,9.25,2009-11-09,2009-12-10,
62,220,9.52,2009-12-10,2010-02-08,
62,220,9.15,2010-02-08,2010-03-08,
62,220,9.12,2010-03-08,2010-04-12,
62,220,9.13,2010-04-12,2010-05-10,
62,220,9.21,2010-05-10,2010-06-08,
62,220,9.2,2010-06-08,2010-07-08,
62,220,9.09,2010-07-08,2010-08-09,
62,220,9.05,2010-08-09,2010-08-31,
62,220,9.32,2010-08-31,2010-10-12,
62,220,8.54,2010-10-12,2010-11-10,
62,220,8.46,2010-11-10,2010-11-25,
62,220,8.73,2010-11-25,2010-11-26,
62,220,8.79,2010-11-26,2010-12-09,
62,220,8.82,2010-12-09,2011-01-10,
62,220,8.81,2011-01-10,2011-02-09,
62,220,8.03,2011-02-09,2011-03-08,
62,220,7.94,2011-03-08,2011-04-08,
62,220,8.13,2011-04-08,2011-05-10,
62,220,7.42,2011-05-10,2011-06-08,
62,220,7.75,2011-06-08,2011-08-09,
62,220,8.2,2011-08-09,2011-09-07,
62,220,7.89,2011-09-07,2011-10-10,
62,220,8.85,2011-10-10,2011-11-10,
62,220,8.88,2011-11-10,2011-12-09,
62,220,8.89,2011-12-09,2012-01-09,
62,220,9.57,2012-01-09,2012-02-09,
62,220,7.81,2012-02-09,2012-03-08,
62,220,7.44,2012-03-08,2012-04-10,
62,220,8.09,2012-04-10,2012-05-09,
62,220,8.04,2012-05-09,2012-06-08,
62,220,8.14,2012-06-08,2012-07-10,
62,220,8.58,2012-07-10,2012-08-09,
62,220,8.37,2012-08-09,2012-09-06,
62,220,8.44,2012-09-06,2012-10-10,
62,220,8.32,2012-10-10,2012-11-09,
62,220,8.23,2012-11-09,2012-12-10,
62,220,8.24,2012-12-10,2013-01-10,
62,220,8.43,2013-01-10,2013-02-13,
62,220,8.25,2013-02-13,2013-03-08,
62,220,9.07,2013-03-08,2013-04-05,
62,220,8.19,2013-04-05,2013-05-10,
62,220,8.41,2013-05-10,2013-06-10,
62,220,8.16,2013-06-10,2013-06-25,
62,220,8.16,2013-06-25,2013-07-04,
62,220,8.1,2013-07-04,2013-07-16,
62,220,8.17,2013-07-16,2013-08-12,
62,220,8.11,2013-08-12,2013-09-03,
62,220,8.07,2013-09-03,2013-10-07,
62,220,8.13,2013-10-07,2013-11-12,
62,220,8.33,2013-11-12,2013-12-10,
62,220,8.11,2013-12-10,2014-01-08,
62,220,8.12,2014-01-08,2014-02-10,
62,220,8.11,2014-02-10,2014-03-10,
62,220,8.15,2014-03-10,2014-04-02,
62,220,8.35,2014-04-02,2014-05-09,
62,220,8.2,2014-05-09,2014-06-10,
62,220,8.51,2014-06-10,2014-07-07,
62,220,8.17,2014-07-07,2014-08-07,
62,220,8.23,2014-08-07,2014-09-08,
62,220,8.32,2014-09-08,2014-11-10,
62,220,8.34,2014-11-10,2014-12-10,
62,220,8.33,2014-12-10,2015-02-09,
62,220,8.59,2015-02-09,2015-03-09,
62,220,8.6,2015-03-09,2015-04-13,
62,220,8.53,2015-04-13,2015-05-11,
62,220,8.68,2015-05-11,2015-06-05,
62,220,8.6,2015-06-05,2015-08-11,
62,220,8.75,2015-08-11,2015-09-08,
62,220,8.69,2015-09-08,2015-10-07,
62,220,8.85,2015-10-07,2015-11-06,
62,220,8.83,2015-11-06,2015-12-07,
62,220,8.87,2015-12-07,2016-01-11,
62,220,8.82,2016-01-11,2016-02-08,
62,220,8.93,2016-02-08,2016-03-09,
62,220,8.84,2016-03-09,2016-04-08,
62,220,8.81,2016-04-08,2016-04-08,
62,220,8.96,2016-06-30,2016-07-31,
62,220,8.95,2016-07-31,2016-07-31,
62,220,8.93,2016-08-31,2016-09-30,
62,220,8.84,2016-09-30,2016-11-30,
62,220,8.87,2016-11-30,2016-12-31,
62,220,8.5,2016-12-31,2017-03-31,
62,220,8.46,2017-03-31,2017-05-31,
62,220,7.89,2017-05-31,2017-06-30,
62,220,7.2216,2017-06-30,,
62,14,9.2,2002-09-30,2004-10-28,
62,14,10.87,2004-10-28,2005-12-14,
62,193,10.71,2005-12-14,2006-01-23,
62,193,10.58,2006-01-23,2006-05-02,2006012416
62,193,10.62,2006-05-03,2006-05-29,
62,193,10.01,2006-05-29,2006-07-19,
62,193,10.03,2006-07-13,2006-09-29,
62,193,10.22,2006-09-29,2006-10-16,
62,193,10.19,2006-10-16,2006-11-06,
62,193,9.81,2006-11-06,2006-11-14,
62,193,9.76,2006-11-14,2006-12-07,
62,221,5.26,2014-04-02,2014-04-08,
62,221,5.35,2014-04-08,2014-05-09,
62,221,5.62,2014-05-09,2014-06-10,
62,221,5.31,2014-06-10,2014-07-07,
62,221,5.29,2014-07-07,2014-08-07,
62,221,5.28,2014-08-07,2014-09-08,
62,221,5.36,2014-09-08,2014-10-07,
62,221,5.48,2014-10-07,2014-11-10,
62,221,5.81,2014-11-10,2015-01-09,
62,221,5.83,2015-01-09,2015-02-09,
62,221,6.12,2015-02-09,2015-03-09,
62,221,6.15,2015-03-09,2015-04-13,
62,221,6.33,2015-04-13,2015-05-11,
62,221,6.59,2015-05-11,2015-06-05,
62,221,6.83,2015-06-05,2015-07-07,
62,221,6.87,2015-07-07,2015-08-11,
62,221,7.06,2015-08-11,2015-09-08,
62,221,7.26,2015-09-08,2015-11-06,
62,221,7.33,2015-11-06,2015-12-07,
62,221,7.5,2015-12-07,2016-02-08,
62,221,7.63,2016-02-08,2016-03-09,
62,221,7.708,2016-03-09,2016-05-10,
62,221,7.7237,2016-05-10,2016-05-10,
62,221,8.03,2016-06-30,2016-07-31,
62,221,8.1,2016-07-31,2016-08-31,
62,221,8.11,2016-08-31,2016-09-30,
62,221,8.02,2016-09-30,2016-09-30,
62,221,7.89,2016-10-31,2016-11-30,
62,221,7.92,2016-11-30,2016-12-31,
62,221,8.1,2016-12-31,2017-01-31,
62,221,7.65,2017-01-31,2017-02-28,
62,221,7.18,2017-02-28,2017-03-31,
62,221,6.94,2017-03-31,2017-04-28,
62,221,6.84,2017-04-28,2017-05-31,
62,221,6.84,2017-05-31,2017-06-30,
62,221,6.8573,2017-06-30,,
62,15,6.47,2004-10-28,2005-12-14,
62,222,5.21,2010-04-12,2010-06-08,
62,117,6.04,2005-12-14,2006-07-19,
62,117,6,2006-07-13,2006-09-19,
62,117,6.04,2006-09-19,2006-09-29,
62,117,5.95,2006-09-29,2006-10-16,
62,117,6.1,2006-10-16,2006-11-06,
62,117,6.27,2006-11-06,2006-11-14,
62,117,6.25,2006-11-14,2006-12-21,
62,117,6.18,2006-12-26,2007-01-16,
62,117,5.87,2007-01-16,2007-04-30,
62,117,5.01,2007-04-30,2007-05-31,
62,117,5.09,2009-04-13,2009-05-12,
62,117,5.38,2009-05-12,2009-06-10,
62,117,5.44,2009-06-10,2009-08-11,
62,117,5.4,2009-08-11,2009-09-09,
62,117,5.36,2009-09-09,2009-10-14,
62,117,5.18,2009-10-14,2009-11-09,
62,117,5.2,2009-11-09,2009-12-10,
62,117,5.41,2009-12-10,2009-12-31,
62,117,5.31,2009-12-31,2010-02-08,
62,117,5.21,2010-02-08,2010-04-12,
62,117,5.22,2010-06-08,2010-07-08,
62,117,5.11,2010-07-08,2010-08-09,
62,16,7.2,2016-07-31,2016-09-30,
62,78,5.18,2014-06-10,2014-07-07,
62,78,5.83,2014-08-07,2014-09-08,
62,78,5.95,2014-09-08,2014-10-07,
62,78,6.01,2014-10-07,2014-11-10,
62,78,6.22,2014-11-10,2014-12-10,
62,78,6.41,2014-12-10,2015-01-09,
62,78,6.74,2015-01-09,2015-02-09,
62,78,6.86,2015-02-09,2015-03-09,
62,78,6.95,2015-03-09,2015-05-11,
62,78,7.04,2015-05-11,2015-06-05,
62,78,7.04,2015-06-05,2016-03-09,
62,78,7.09,2016-04-08,2016-04-08,
62,78,7.22,2016-06-30,2016-07-31,
62,78,7.18,2016-09-30,2016-09-30,
62,78,7.24,2016-10-31,2016-11-30,
62,78,7.27,2016-11-30,2016-12-31,
62,78,7.41,2016-12-31,2017-03-31,
62,78,7.38,2017-03-31,2017-05-31,
62,78,7.35,2017-05-31,2017-06-30,
62,79,8.25,2008-04-09,2008-05-08,
62,79,8.24,2008-05-08,2008-07-07,
62,79,8.04,2010-04-12,2010-08-31,
62,79,7.75,2010-11-26,2010-12-09,
62,79,7.67,2011-01-10,2011-02-09,
62,79,7.97,2011-09-07,2011-11-10,
62,79,7.96,2011-11-10,2012-01-09,
62,79,7.95,2012-01-09,2012-02-09,
62,79,7.94,2012-02-09,2012-04-10,
62,79,7.93,2012-04-10,2012-05-09,
62,79,7.76,2012-05-09,2012-06-08,
62,79,7.81,2012-06-08,2012-07-10,
62,79,7.5,2012-07-10,2012-08-09,
62,79,7.48,2012-10-10,2013-03-08,
62,79,7.11,2013-03-08,2013-04-05,
62,79,6.97,2013-04-05,2013-05-10,
62,79,5.05,2013-06-10,2013-06-25,
62,118,6.03,2006-01-16,2007-04-30,
62,118,6.51,2007-04-30,2007-05-31,
62,118,6.93,2007-05-31,2007-07-06,
62,118,7.51,2007-07-06,2007-07-17,
62,118,7.91,2007-07-17,2007-08-15,
62,118,8.18,2007-08-15,2007-09-13,
62,118,8.25,2007-09-13,2007-11-12,
62,118,8.28,2007-11-12,2007-12-03,
62,118,8.35,2007-12-03,2007-12-31,
62,118,8.32,2008-01-01,2008-01-14,
62,118,8.31,2008-01-14,2008-03-10,
62,118,8.33,2008-03-10,2008-04-09,
62,118,8.22,2008-07-07,2008-08-11,
62,118,8.23,2008-08-11,2008-09-03,
62,118,8.22,2008-09-03,2008-10-09,
62,118,8.21,2008-10-09,2008-12-05,
62,118,8.17,2008-12-05,2009-01-13,
62,118,8.15,2009-01-13,2009-04-13,
62,118,8.13,2009-04-13,2009-06-10,
62,118,8.12,2009-06-10,2009-08-11,
62,118,8.11,2009-08-11,2009-09-09,
62,118,8.08,2009-09-09,2009-10-14,
62,118,8.09,2009-10-14,2009-12-31,
62,118,8.1,2009-12-31,2010-02-08,
62,118,8.06,2010-02-08,2010-04-12,
62,118,8.03,2010-08-31,2010-11-10,
62,118,7.85,2010-11-10,2010-11-25,
62,118,7.78,2010-11-25,2010-11-26,
62,118,7.74,2010-12-09,2011-01-10,
62,118,7.68,2011-02-09,2011-04-08,
62,118,7.69,2011-04-08,2011-05-10,
62,118,8.11,2011-05-10,2011-07-08,
62,118,8.06,2011-07-08,2011-08-09,
62,118,7.98,2011-08-09,2011-09-07,
62,118,7.49,2012-08-09,2012-10-10,
62,118,6.37,2013-05-10,2013-06-10,
62,119,11.17,2005-12-13,2007-01-15,
62,119,11.38,2006-12-07,2006-12-21,
62,119,11.08,2007-01-15,2007-01-16,
62,119,10.11,2007-01-16,2007-04-30,
62,119,7.7,2007-04-30,2007-05-31,
62,119,6.39,2007-05-31,2007-07-06,
62,119,7.51,2007-07-06,2007-07-06,
62,119,5.66,2014-07-07,2014-08-07,
62,119,7.06,2016-03-09,2016-04-08,
62,119,7.3574,2017-06-30,,
62,223,5.09,2000-12-31,2002-08-31,
64,224,98.81,2007-11-30,2008-09-24,
64,224,96.28,2008-09-24,2009-12-04,
64,224,80.83,2009-12-04,2013-05-01,
64,224,64.55,2013-05-01,2017-05-31,
64,224,72.28,2017-05-31,2017-06-26,
64,56,16.4,2009-12-04,2013-05-01,
64,56,13.09,2013-05-01,2017-06-26,
64,56,13.1,2017-06-26,,
65,225,50,2004-04-07,2012-12-27,
65,226,51,2012-12-28,2016-03-15,
65,226,100,2016-03-15,2016-03-31,
65,226,99.999998,2016-03-31,,
65,227,49,2012-12-28,2016-03-15,
65,201,50,2004-04-07,2012-12-27,
66,228,99.99,2010-01-29,2010-10-04,
66,228,96,2010-10-04,,
67,71,100,2013-01-17,,
68,229,60,2007-06-28,,
68,230,14.29,2005-07-27,2007-05-28,
68,230,14.2856,2007-05-28,2007-06-21,
68,230,14.2839,2007-06-21,2007-06-22,
68,230,14.2856,2007-06-22,2007-06-28,
68,203,85.71,2007-03-22,2007-05-28,
68,203,85.7143,2007-05-28,2007-06-21,
68,203,85.7161,2007-06-21,2007-06-22,
68,203,85.7143,2007-06-22,2007-06-28,
68,231,40,2007-06-28,,
69,232,42.51,2008-02-29,2008-04-02,COMUNES
69,233,33.04,2008-02-29,2008-04-02,COMUNES
69,233,75.55,2008-04-02,,COMUN
69,234,6.32,2000-01-05,2002-08-31,
69,234,8.84,2003-11-04,,
69,152,17.68,2001-11-15,2001-11-15,
69,152,17.68,2002-08-31,2003-11-04,
69,153,5.3,2002-11-30,2003-11-04,
69,235,7.85,2003-11-04,2005-11-08,
69,235,11.22,2005-11-08,,
70,236,6.32,2006-11-13,2007-10-11,
70,236,6.09,2007-10-11,2010-09-30,
70,236,6.051628,2010-09-30,2013-10-07,
70,236,5.11857,2013-10-07,,
70,237,5.59,2004-01-31,2004-09-09,
70,237,5.58,2005-06-28,2006-05-09,
70,237,5.29,2006-05-09,2006-06-01,
70,237,5.12,2006-06-01,2006-11-13,
70,238,2.891851,2010-10-31,2011-01-31,
70,238,2.325835,2011-01-31,2011-03-11,
70,238,1.57,2011-03-11,2011-07-14,
70,238,2.89,2011-07-14,2011-08-11,
70,238,1.57,2011-08-11,2011-09-14,
70,238,0.83,2011-09-14,2011-10-13,
70,239,5.01,2009-12-31,2010-10-31,
70,240,21.05,2009-12-31,2013-10-07,
70,240,17.8737,2013-10-07,2013-11-15,
70,240,17.8073,2013-11-15,,
70,241,21.09,2005-06-28,2009-12-31,
70,242,16.34,2004-09-09,2005-06-28,
70,111,5.34,2008-12-31,2009-12-31,
70,111,5.212632,2010-02-28,2010-03-31,
70,112,4.93,2006-11-13,2006-11-13,
70,112,6.294462,2009-12-31,2010-01-31,
70,112,6.265445,2010-01-31,2010-02-28,
70,11,7.08,2005-06-28,2006-06-01,
70,11,5.05,2006-06-01,2006-11-13,
70,113,5.122,2008-12-31,2009-12-31,
70,113,6.880924,2013-09-09,2013-10-07,
70,216,6.27,2008-12-31,2009-12-31,
70,106,5.69,2006-11-13,2007-02-15,
70,106,4.68,2007-03-19,2007-03-19,
70,106,5.82,2013-10-07,2013-11-15,
70,217,6.298062,2009-12-31,2010-01-31,
70,217,6.263232,2010-01-31,2010-03-31,
70,217,6.234215,2010-03-31,2010-12-31,
70,217,6.220531,2010-12-31,2011-05-13,
70,217,6.18,2011-05-13,2011-07-14,
70,217,6.22,2011-07-14,2011-08-11,
70,217,6.16,2011-08-11,2012-06-08,
70,217,6.1804,2012-06-08,2012-08-14,
70,217,6.18,2012-08-14,2012-11-14,
70,217,6.1651,2012-11-14,2013-01-14,
70,217,6.067669,2013-01-14,2013-06-11,
70,217,6.028668,2013-06-11,2013-09-09,
70,217,8.165759,2013-09-09,2013-10-07,
70,217,6.9673,2013-10-07,2013-11-15,
70,76,22.2622,2013-10-07,2013-10-14,
70,76,22.2614,2013-10-14,2013-10-15,
70,76,22.2622,2013-10-15,2013-11-15,
70,76,30.1245,2013-11-15,2013-12-12,
70,76,30.4171,2013-12-12,2014-01-15,
70,76,40.3793,2014-01-15,2014-02-14,
70,76,40.18,2014-02-14,2014-03-04,
70,76,39.87,2014-03-04,2014-04-15,
70,76,39.42,2014-04-15,2014-05-13,
70,76,39.12,2014-05-13,2014-06-10,
70,76,39.238,2014-06-10,2014-07-07,
70,76,39.528,2014-07-07,2014-08-14,
70,76,39.807,2014-08-14,2014-09-15,
70,76,39.28,2014-09-15,2014-10-15,
70,76,38.95,2014-10-15,2014-11-14,
70,76,39.08,2014-11-14,2014-12-15,
70,76,38.74,2014-12-15,2015-01-12,
70,76,38.46,2015-01-12,2015-02-16,
70,76,38.36,2015-02-16,2015-03-16,
70,76,38.26,2015-03-16,2015-04-13,
70,76,38.3,2015-04-13,2015-05-14,
70,76,38.325,2015-05-14,2015-06-15,
70,76,38.21,2015-06-15,2015-07-14,
70,76,39.09,2015-07-14,2015-08-14,
70,76,38.13,2015-08-14,2015-09-15,
70,76,38.18,2015-09-15,2015-10-14,
70,76,38.25,2015-10-14,2015-11-13,
70,76,38.44,2015-11-13,2015-12-15,
70,76,38.55,2015-12-15,2016-01-14,
70,76,38.03,2016-01-14,2016-02-15,
70,76,37.97,2016-02-15,2016-03-14,
70,76,38.36,2016-03-14,2016-04-14,
70,76,38,2016-04-14,2016-05-13,
70,76,38.94,2016-05-13,2016-06-07,
70,76,38.91,2016-06-07,2016-07-15,
70,76,38.97,2016-07-15,2016-08-10,
70,76,38.95,2016-08-10,2016-09-12,
70,76,40.4,2016-09-12,2016-10-14,
70,76,40.2,2016-10-14,2016-11-14,
70,76,40.05,2016-11-14,2016-12-14,
70,76,40.04,2016-12-14,2017-01-13,
70,76,40.17,2017-01-13,2017-02-13,
70,76,40.65,2017-02-13,2017-03-14,
70,76,40.26,2017-03-14,2017-04-17,
70,76,40.03,2017-04-17,2017-05-15,
70,76,39.66,2017-05-15,2017-06-14,
70,243,6.34,2005-06-28,2006-06-01,
70,15,5.3,2005-06-28,2006-11-13,
70,79,6.71,2008-12-31,2009-12-31,
70,79,7.071589,2010-11-30,2010-12-31,
70,79,7.07,2011-12-14,2012-02-14,
70,79,7.049,2012-04-11,2012-05-14,
70,79,7.0986,2012-11-14,2013-06-11,
70,79,7.080737,2013-06-11,2013-09-09,
70,79,7.101647,2013-09-09,2013-10-07,
70,118,7.04,2009-12-31,2010-02-28,
70,118,7.039107,2010-02-28,2010-03-31,
70,118,7.062719,2010-03-31,2010-04-30,
70,118,7.068279,2010-04-30,2010-06-30,
70,118,7.0876,2010-06-30,2010-07-31,
70,118,7.08722,2010-07-31,2010-08-31,
70,118,7.080116,2010-08-31,2010-09-30,
70,118,7.077668,2010-09-30,2010-10-31,
70,118,7.072015,2010-10-31,2010-11-30,
70,118,7.082533,2010-12-31,2011-01-31,
70,118,7.107659,2011-01-31,2011-03-11,
70,118,7.13,2011-03-11,2011-04-13,
70,118,7.16,2011-04-13,2011-05-13,
70,118,7.2,2011-05-13,2011-07-14,
70,118,7.08,2011-07-14,2011-08-11,
70,118,7.09,2011-08-11,2011-11-14,
70,118,7.08,2011-11-14,2011-12-14,
70,118,7.06,2012-02-14,2012-04-11,
70,118,7.05,2012-05-14,2012-06-08,
70,118,7.1299,2012-06-08,2012-08-14,
70,118,7.125,2012-08-14,2012-09-07,
70,118,7.1169,2012-09-07,2012-10-12,
70,118,7.11135,2012-10-12,2012-11-14,
70,118,5.82,2013-10-07,2013-11-15,
70,118,6.0066,2013-11-15,2013-12-12,
70,118,5.9891,2013-12-12,2014-01-15,
70,194,14.55,2000-12-31,2005-02-01,
70,194,10.5,2005-02-01,2005-06-28,
70,194,7.04,2005-08-04,2005-08-25,
70,194,5.75,2005-08-25,2005-10-17,
70,244,7.5,2005-06-28,2005-08-04,
70,245,16.34,2004-01-31,2004-09-09,
70,246,14.36,2005-06-28,2006-11-13,
70,246,15.96,2006-11-13,2008-11-27,
70,246,7.06838,2008-11-27,2008-12-31,
70,246,5.88,2008-12-31,2009-12-31,
71,247,11,2006-03-01,2013-05-14,
71,248,11,2006-03-01,2010-10-13,
71,249,11,2006-03-01,2013-05-14,
71,250,11,2006-03-01,2013-05-14,
71,251,11,2006-03-01,2013-05-14,
71,252,11,2006-03-01,2013-05-14,
71,253,11,2006-03-01,2012-06-06,
71,254,11,2006-03-01,2013-05-14,
71,255,11,2012-06-06,2013-05-14,
72,256,25,2011-04-06,,
72,257,75,2011-04-06,,
73,44,99.99,2004-05-13,2005-02-21,
73,44,99.99,2005-06-02,,
73,258,99.99,2005-02-21,2005-06-02,
74,259,6,2009-08-21,2013-01-10,
74,259,5,2015-04-24,,
74,74,4.61,2013-10-07,2014-12-31,
74,260,5.02,2017-05-31,,
74,261,5,2010-11-01,2011-10-03,
74,261,6.17,2011-10-03,2013-01-10,
74,262,59,2007-10-03,2009-10-14,
74,262,53.96,2009-10-14,2013-01-07,
74,262,53.95,2013-01-07,2013-10-07,
74,262,49.69,2013-10-07,2014-12-31,
74,262,54.3,2014-12-31,2017-03-20,
74,262,50.976,2017-03-20,,
74,263,5,2010-09-23,2010-09-24,
74,263,5.17,2010-09-24,2010-10-14,
74,263,5.82,2010-10-14,2011-10-03,
74,263,6.86,2011-10-03,2013-01-10,
74,263,6.59,2013-01-10,2013-10-07,
74,263,6.07,2013-10-07,2016-03-24,
74,263,5.14,2016-03-24,,
74,264,5.027,2015-10-06,2016-02-25,
74,100,5.03,2017-02-10,2017-06-15,
74,100,4.87,2017-06-15,,
74,265,10.81,2013-11-18,2016-05-06,
74,265,9.65,2016-05-06,2016-06-14,
74,266,8.9,2009-08-21,2009-10-08,
74,266,9.06,2009-10-08,2010-03-31,
74,266,10.02,2010-03-31,2010-06-11,
74,266,11.03,2010-06-11,2013-03-20,
74,266,12.01,2013-03-20,2013-10-07,
74,266,11.06,2013-10-07,2013-10-09,
74,266,11.17,2013-10-09,2013-11-18,
74,266,8.88,2016-06-14,2016-10-25,
74,266,7.94,2016-10-25,2016-11-03,
74,266,6.92,2016-11-03,2016-11-11,
74,266,5.85,2016-11-11,,
75,125,3.84,2009-10-16,2012-11-29,
75,125,3.666,2012-11-29,2013-04-15,
75,125,0.001,2013-04-15,,
75,267,96.334,2012-11-29,2013-04-15,
75,126,96.16,2009-10-16,2012-11-29,
75,126,99.999,2013-04-15,,
76,268,60,2002-12-19,2003-11-17,"""A"""
76,268,30,2002-12-19,2003-11-17,"""B"""
76,268,99.8964,2003-11-17,2009-06-08,
76,268,99.9568,2009-06-08,2010-02-08,
76,268,99.96615,2010-02-08,,
77,269,100,2004-09-27,2007-06-18,
77,270,100,2015-01-07,,
77,271,100,2007-06-18,2015-01-07,
78,272,99.99,2006-01-16,2010-06-24,
78,272,99.94,2010-06-24,,
79,273,9.8,2012-08-27,2012-10-03,
79,273,7.84,2012-10-03,2012-10-22,
79,273,7.61,2012-10-22,2012-11-14,
79,273,8.24,2012-11-14,2012-12-14,
79,273,8.3,2012-12-14,2013-02-14,
79,273,8.03,2013-02-14,2013-03-11,
79,273,7.83,2013-03-11,2013-12-16,
79,273,7.84,2013-12-16,2016-04-15,
79,273,8.1,2016-04-15,,
79,59,13.8,2012-08-10,2012-08-27,
79,274,23.28,2012-08-10,2012-08-13,
79,274,71.1478,2012-08-28,2012-08-10,
79,275,74.765,2012-08-13,2012-10-03,
79,275,59.78,2012-10-03,2012-10-22,
79,275,58.04,2012-10-22,,
79,276,8.12,2012-08-10,2012-10-03,
79,276,25.8522,2012-08-28,2012-08-10,
79,276,6.49,2012-10-03,2012-10-22,
79,276,6.3,2012-10-22,,
79,277,51.49,2012-08-10,2012-08-13,
80,278,41.1,2000-11-30,2005-01-27,B
80,278,41.09,2005-01-27,2006-12-26,B
80,278,39.82,2006-12-26,,B
80,279,9.09,2000-11-30,2002-08-31,B
80,280,7.73,2000-11-30,2002-08-31,B
80,280,24.21,2000-11-30,2000-11-30,B
80,280,29.52,2000-11-30,,A Y B
80,281,16.37,2000-11-30,,B
80,281,18.19,2000-11-30,2000-11-30,B
80,282,12.89,2002-08-31,2004-10-14,
80,282,11.78,2004-10-14,2005-01-27,
80,283,12.87,2005-01-27,,A Y B
80,283,11.77,2005-01-27,2005-01-27,
83,284,34.1,2003-09-17,2005-01-27,
83,284,34.07,2005-01-27,2006-09-04,
83,284,32.79,2006-09-04,2007-01-29,
83,58,81.99,2007-01-29,2007-04-03,
83,58,99.99,2007-04-03,,
83,59,51.1,2003-09-17,2005-01-27,
83,59,42.32,2005-01-27,2006-09-04,
83,59,40.73,2006-09-04,2007-01-29,
83,285,14.82,2002-03-04,2003-09-17,
83,285,14.8,2003-09-17,2005-01-27,
83,285,14.81,2005-01-27,2006-09-04,
