companyId,shareholderId,participation,beginDate,endDate,serie
24,77,16.96,2017-03-29,2017-03-30,
24,77,16.93,2017-03-30,2017-04-04,
24,77,16.92,2017-04-04,2017-04-19,
24,77,16.91,2017-04-19,2017-04-20,
24,77,16.87,2017-04-20,2017-04-27,
24,77,16.86,2017-04-27,2017-05-02,
24,77,16.85,2017-05-02,2017-05-09,
24,77,16.84,2017-05-09,2017-05-11,
24,77,16.83,2017-05-11,2017-05-12,
24,77,16.8,2017-05-12,2017-05-18,
24,77,16.78,2017-05-18,2017-05-19,
24,77,16.77,2017-05-19,2017-05-30,
24,77,16.78,2017-05-30,2017-05-31,
24,77,16.81,2017-05-31,2017-06-01,
24,77,16.82,2017-06-01,2017-06-02,
24,77,16.83,2017-06-02,2017-06-19,
24,77,16.87,2017-06-19,2017-06-21,
24,14,7.17,2004-04-30,2004-12-07,
24,14,7.21,2004-12-07,2005-02-23,
24,14,7.46,2005-02-23,2005-10-11,
24,14,7.21,2005-10-11,2005-10-12,
24,14,7.17,2005-10-12,2005-10-21,
24,14,7.14,2005-11-21,2006-01-18,
24,14,7.01,2006-01-18,2006-02-21,
24,14,7.01,2006-02-21,2006-09-06,
24,14,6.17,2006-09-06,2006-12-11,
24,78,5.22,2009-08-14,2009-08-19,
24,78,5.24,2009-08-19,2009-08-26,
24,78,5.25,2009-08-26,2009-08-31,
24,78,5.3,2009-08-31,2009-10-21,
24,78,5.33,2009-10-21,2009-10-27,
24,78,5.34,2009-10-27,2009-10-28,
24,78,5.37,2009-10-28,2009-10-30,
24,78,5.44,2009-10-30,2009-11-03,
24,78,5.48,2009-11-03,2010-01-12,
24,78,5.47,2010-01-12,2010-06-09,
24,78,5.46,2010-06-09,2010-08-10,
24,78,5.47,2010-08-10,2010-08-17,
24,78,5.42,2010-08-17,2010-09-10,
24,78,5.35,2010-09-10,2010-10-26,
24,78,5.32,2010-10-26,2010-11-04,
24,78,5.31,2010-11-04,2010-11-05,
24,78,5.3,2010-11-05,2010-11-23,
24,78,5.28,2010-11-23,2010-11-30,
24,78,5.24,2010-11-30,2010-12-03,
24,78,5.22,2010-12-03,2010-12-07,
24,78,5.2,2010-12-07,2011-01-11,
24,78,5.19,2011-01-11,2011-01-31,
24,78,5.18,2011-01-31,2011-02-03,
24,78,5.17,2011-02-03,2011-02-09,
24,78,5.16,2011-02-09,2011-03-09,
24,78,5.15,2011-03-09,2011-04-11,
24,78,5.14,2011-04-11,2011-11-10,
24,78,5.13,2011-11-10,2011-12-02,
24,78,5.12,2011-12-02,2011-12-06,
24,78,5.11,2011-12-06,2012-01-10,
24,78,5.1,2012-01-10,2012-02-09,
24,78,5.11,2012-02-09,2012-04-12,
24,78,5.1,2012-04-12,2012-05-16,
24,79,5.58,2009-08-14,2009-10-13,
24,79,5.6,2009-10-13,2009-12-10,
24,79,5.67,2009-12-10,2010-01-12,
24,79,5.69,2010-01-12,2010-01-25,
24,79,5.66,2010-01-25,2010-03-09,
24,79,5.7,2010-03-09,2010-03-19,
24,79,5.68,2010-03-19,2010-06-09,
24,79,5.71,2010-06-09,2010-08-10,
24,79,5.7,2010-08-10,2010-10-12,
24,79,5.69,2010-10-12,2010-12-10,
24,79,5.7,2010-12-10,2011-01-11,
24,79,5.71,2011-01-11,2011-02-09,
24,79,5.73,2011-02-09,2011-03-09,
24,79,5.77,2011-03-09,2011-03-18,
24,79,5.81,2011-03-18,2011-03-24,
24,79,5.82,2011-03-24,2011-03-30,
24,79,5.83,2011-03-30,2011-04-01,
24,79,5.88,2011-04-01,2011-04-05,
24,79,5.89,2011-04-05,2011-04-06,
24,79,5.92,2011-04-06,2011-04-07,
24,79,5.98,2011-04-07,2011-04-08,
24,79,6.03,2011-04-08,2011-04-11,
24,79,6.07,2011-04-11,2011-04-12,
24,79,6.11,2011-04-12,2011-04-14,
24,79,6.14,2011-04-14,2011-04-15,
24,79,6.07,2011-04-15,2011-05-04,
24,79,6.05,2011-05-04,2011-06-09,
24,79,6.04,2011-06-09,2011-06-17,
24,79,6.02,2011-06-17,2011-07-26,
24,79,5.97,2011-07-26,2011-08-09,
24,79,5.96,2011-08-09,2011-08-23,
24,79,5.97,2011-08-23,2011-10-11,
24,79,5.96,2011-10-11,2011-10-20,
24,79,5.94,2011-10-20,2011-11-04,
24,79,5.95,2011-11-04,2011-11-08,
24,79,5.97,2011-11-08,2011-11-10,
24,79,5.96,2011-11-10,2011-11-17,
24,79,5.87,2011-11-17,2011-11-29,
24,79,5.85,2011-11-29,2011-12-12,
24,79,5.84,2011-12-12,2011-12-26,
24,79,5.83,2011-12-26,2011-12-27,
24,79,5.77,2011-12-27,2011-12-28,
24,79,5.76,2011-12-28,2012-02-09,
24,79,5.75,2012-02-09,2012-02-13,
24,79,5.36,2012-02-13,2012-05-10,
24,79,5.37,2012-05-10,2012-05-16,
24,80,7.8,2007-03-15,2007-04-12,
24,80,7.16,2007-04-12,2007-04-19,
24,80,7.76,2007-04-19,2007-06-04,
24,80,7.84,2007-06-04,2007-07-02,
24,80,7.88,2007-07-02,2007-08-08,
24,80,7.93,2007-08-08,2007-08-20,
24,80,7.96,2007-08-20,2007-08-27,
24,80,8.05,2007-08-27,2007-10-01,
24,80,8.14,2007-10-01,2007-10-30,
24,80,8.19,2007-10-30,2008-04-25,
24,80,8.18,2008-04-25,2008-05-29,
24,80,8.19,2008-05-29,2008-06-05,
24,80,8.22,2008-06-05,2008-08-19,
24,80,8.2,2008-08-19,2008-08-22,
24,80,8.18,2008-08-22,2008-10-06,
24,80,8.12,2008-10-06,2008-10-30,
24,80,8.19,2008-10-30,2009-05-08,
24,80,8.62,2009-05-08,2009-05-12,
24,80,9.06,2009-05-12,2009-05-13,
24,80,9.12,2009-05-13,2009-05-15,
24,80,9.14,2009-05-15,2009-05-22,
24,80,9.19,2009-05-22,2009-05-28,
24,80,9.26,2009-05-28,2009-06-16,
24,80,9.44,2009-06-16,2009-06-19,
24,80,9.54,2009-06-19,2009-06-23,
24,80,9.64,2009-06-23,2009-06-30,
24,80,9.7,2009-06-30,2009-07-21,
24,80,9.75,2009-07-21,2009-07-24,
24,80,10.93,2009-07-24,2009-07-31,
24,80,10.92,2009-07-31,2009-08-14,
25,81,99.9,2009-12-30,,
26,82,80,2009-06-01,,COMUNES
26,83,20,2009-06-01,,COMUNES
27,84,6.5092996,2017-04-20,,
27,85,99.99,2000-02-18,2015-11-13,
27,85,90.05,2015-11-13,2017-04-20,
27,85,80.5940003,2017-04-20,,
27,86,4.6997,2017-04-20,,
28,87,100,2004-09-01,,
31,88,14.3,2008-09-25,2011-06-14,
31,89,5.025,2011-06-14,,COMUNES
31,90,5.025,2011-06-14,,COMUNES
31,91,5.03,2011-06-14,,COMUNES
31,92,5.025,2011-06-14,,COMUNES
31,93,5.061,2011-06-14,,COMUNES
31,94,10.9,2008-09-25,,
31,95,7.69,2000-10-30,2005-06-07,
31,95,7.68,2005-06-07,2008-09-25,
31,95,7.7,2008-09-25,,
31,96,8.7,2002-08-31,2002-10-04,
31,97,7.11,2005-06-07,2006-03-02,
31,97,5.45,2006-03-02,2008-09-25,
31,98,6.4,2005-06-07,2006-03-02,
31,98,6.26,2006-03-02,2008-09-25,
31,99,43.2,2002-10-04,2005-06-15,
31,99,43.2,2002-10-04,2002-12-31,
31,100,7,2017-06-09,,
31,101,5.95,2017-06-09,,
32,102,99.99,2015-11-10,,
33,103,10,2004-12-21,2007-01-23,
33,104,6.73,2004-12-21,2005-01-03,
33,105,10.51,2004-02-28,2008-11-03,A
33,11,6.73,2005-01-03,2006-10-02,
33,106,6.16,2006-10-02,2007-02-02,
33,106,5.5,2007-01-16,2008-11-03,A
33,107,69.75,2008-11-03,2011-11-09,COMUNES CLASE A
33,107,88.19,2011-11-09,,A
33,108,10,2002-08-31,2005-09-09,
33,108,11.19,2005-09-09,2008-11-03,A
33,78,5.21,2008-11-03,2011-11-11,COMUNES CLASE A
34,109,7.28,2008-08-21,2010-08-02,
34,109,7.47,2010-08-02,2010-08-03,COMUN
34,109,8.31,2010-08-03,2016-04-12,COMUNES
34,110,12.84,2002-08-31,2004-03-11,
34,110,9.38,2007-02-06,2007-05-01,
34,110,19.88,2007-05-01,2008-06-10,
34,110,15.57,2008-06-10,2009-03-05,
34,110,12.56,2009-03-05,2010-08-02,
34,110,9.99,2010-08-02,2011-03-29,COMUN
34,10,9.05,2004-03-11,2004-09-08,2004025563
34,10,10.05,2004-09-08,2005-11-08,
34,10,8.23,2005-11-08,2005-11-17,
34,10,6.87,2005-11-17,2006-09-14,
34,10,6.81,2006-09-14,2007-02-06,
34,111,6.82,2007-02-06,2007-07-31,
34,111,5.92,2008-07-31,2010-08-02,
34,112,7.36,2007-02-06,2007-07-31,
34,11,6.64,2004-03-11,2004-09-08,
34,11,7.78,2004-09-08,2005-11-08,
34,11,9.17,2005-11-08,2005-11-17,
34,11,8.41,2005-11-17,2006-09-14,
34,11,8.21,2006-09-14,2007-02-06,
34,113,6.09,2007-02-06,2007-04-30,
34,106,7.15,2007-02-06,2007-04-30,
34,106,5.83,2015-05-29,2015-07-17,COMUNES
34,114,5.36,2005-11-08,2008-03-07,
34,114,5.41,2008-03-07,2008-05-30,
34,114,5.43,2008-05-30,2008-08-21,
34,114,5.76,2008-08-21,2008-08-26,
34,114,5.7,2008-08-26,2010-08-02,
34,115,10.5,2007-02-07,2007-05-01,
34,116,10.5,2004-09-08,2007-02-07,
34,14,5.83,2004-04-30,2004-09-08,
34,14,7.53,2005-11-08,2005-11-17,
34,14,6.85,2005-11-17,2006-09-14,
34,14,6.76,2006-09-14,2007-02-06,
34,15,5.22,2005-11-08,2005-11-17,
34,117,5.23,2007-02-06,2007-02-28,
34,78,9.29,2007-02-06,2008-03-07,
34,78,6.36,2008-03-07,2008-05-30,
34,78,6.38,2008-05-30,2008-08-21,
34,78,6.42,2008-08-21,2010-08-02,
34,78,6.07,2010-08-02,2015-05-29,COMUN
34,79,5.54,2008-05-30,2008-08-21,
34,79,5.61,2008-08-21,2008-08-26,
34,79,5.34,2008-08-26,2010-08-02,
34,118,5.61,2008-03-07,2008-05-30,
34,119,8.98,2007-02-06,2008-03-07,
34,120,15.86,2005-11-08,2005-11-17,
34,120,19.93,2005-11-17,2007-02-27,
34,120,19.93,2007-02-06,2008-08-21,
34,120,27.11,2008-08-21,2008-08-26,
34,120,29.33,2008-08-26,2010-08-02,
34,120,44.86,2010-08-02,2011-08-01,COMUN
34,120,49.89,2011-08-01,2015-07-17,COMUNES
34,120,59.89,2015-07-17,2016-04-12,COMUNES
34,120,80.24,2016-04-12,2016-04-12,COMUNES
34,120,80.07,2016-04-12,,COMUNES
34,121,10.5,2000-04-27,2004-09-08,
35,122,99.84,2002-12-23,,
35,123,99,2002-02-01,2002-12-23,
35,124,1,2002-02-01,2003-12-11,
36,125,35,2008-02-04,2009-02-12,
36,125,36.32,2009-02-12,,
36,126,65,2008-02-04,2009-02-12,
36,127,63.68,2009-02-12,,
37,128,45,2001-08-23,2007-01-24,
37,128,25.5,2007-01-24,,
37,129,10,2001-08-23,2005-01-21,
37,130,29,2007-01-24,2009-07-22,
37,131,45,2001-08-23,2007-01-24,
37,131,25.5,2007-01-24,,
37,132,10,2005-01-21,2007-01-24,
37,132,20,2007-01-24,,
37,133,29,2009-07-22,,C
38,134,40,2006-12-22,,
38,135,15,2001-11-07,2006-12-22,
38,136,28.3,2001-11-07,2006-12-22,
38,137,56.66,2001-11-07,2006-12-22,
38,138,60,2006-12-22,,
40,139,4.63,2017-01-02,2017-03-31,
40,139,4.73,2017-03-31,,
40,140,14.79,2017-06-15,,
40,141,17.16,2004-07-26,2006-03-02,
40,142,16.4,2004-07-26,2006-03-02,
40,143,8.035,2007-02-10,2007-02-10,COMUNES
40,143,8.04,2007-02-10,,
40,144,8.07,2007-02-10,,
40,145,5.42,2017-02-17,,
40,146,8.43,2006-03-02,2006-12-13,
40,146,9.56,2008-01-31,2008-12-24,
40,147,9.01,2004-07-26,2006-03-02,
40,148,11.27,2004-07-26,2006-03-02,
40,149,5.17,2014-03-31,,
40,150,5,2004-07-26,2006-03-02,
40,150,5.24,2008-01-31,2008-12-17,
40,150,5.42,2008-12-19,2017-02-17,
42,151,99.9,2005-11-08,2016-07-14,
42,151,70.61,2016-07-18,,
42,152,11.69,2016-07-18,,
42,153,11.69,2016-07-18,,
43,71,98.17,2000-03-01,2003-12-19,A
43,71,98.7,2003-12-19,2014-01-07,"""A"" Y ""C"""
43,71,97.955642,2014-01-07,,"""A"" Y ""C"""
44,154,43.38,2012-09-30,,
44,155,52.26,2012-09-30,,
44,156,4.36,2012-09-30,,
45,157,37.4524,2015-09-02,2017-03-01,
45,158,25,2015-09-02,2017-03-01,
45,159,11.1591,2011-12-31,,
45,159,11.1591,2015-09-02,2017-03-01,
45,160,12.4997,2011-12-31,,
45,160,12.4997,2015-09-02,2017-03-01,
45,161,10.4047,2011-12-31,,
45,161,10.4047,2015-09-02,2017-03-01,
46,162,99.99,2012-11-01,,-
47,163,15.24,2004-08-24,2006-09-28,
47,163,15.24,2006-09-28,,
47,164,38.24,2000-01-01,2004-08-24,
47,164,38.73,2004-08-24,2005-03-14,
47,164,39.02,2005-03-14,2005-06-02,
47,164,39.25,2005-06-02,2005-09-07,
47,164,39.76,2005-09-07,2006-01-04,
47,164,39.25,2006-01-04,2006-09-28,
47,164,55.77,2006-09-28,,
47,10,7.73,2002-08-31,2006-09-28,
47,165,0.84,2006-09-28,,
47,11,8.41,2000-03-31,2006-09-28,
47,166,8.39,2006-09-28,,
47,13,5.09,2000-03-31,2002-01-18,
47,14,5.43,2003-04-23,2004-08-24,
47,14,5.48,2004-08-24,2005-06-02,
47,14,5.46,2005-06-02,2006-09-28,
47,167,3.26,2006-09-28,,
47,168,7.6,2006-09-28,2005-12-09,
47,169,2.4,2006-09-28,,
48,170,95,2001-12-03,2008-07-15,
48,171,10.6,2000-09-07,2004-01-05,
48,39,100,2008-07-15,,
50,172,99.99,2008-06-25,,
51,173,84.35,2007-10-31,2007-11-26,"A, C"
51,173,77.13,2007-11-26,2009-10-14,A Y C
51,174,95.31,2009-10-14,2009-10-27,A Y C
51,174,98.98,2009-10-27,2009-10-31,A Y C
51,174,99.28,2009-10-31,2009-11-02,A y C
51,174,99.34,2009-11-30,2010-12-31,A y C
51,174,99.79,2010-12-31,2014-11-18,A Y C
51,174,99.895,2014-11-19,2014-12-10,"A,B Y C"
51,174,99.947,2014-12-10,,"A,B Y C"
51,56,5.26,2007-11-26,2009-10-14,A
51,175,7.82,2007-10-31,2007-11-26,A
51,175,8.3,2007-11-26,2009-10-14,A
52,176,20.1,2004-08-24,,
52,42,75.72,2004-08-24,,
53,177,30,2000-03-31,2005-06-17,
53,178,99.99,2005-06-17,,
54,179,6.176276,2009-07-01,2014-01-15,
54,179,4.03,2014-01-15,,
54,180,5,2015-03-11,2015-03-11,
54,181,7.456231,2009-07-01,2011-03-12,
54,182,6.024577,2009-07-01,2011-04-09,
55,183,56.04,2006-03-03,2006-08-07,
55,184,50.43,2006-08-07,2006-11-17,
55,184,83.28,2006-11-17,2007-01-16,
55,184,83.27,2007-01-16,2009-11-23,
55,184,86.66,2009-11-24,2013-11-10,
55,184,90.03,2013-11-11,,
55,185,40.24,2006-03-03,2006-11-17,
56,42,5.195,2009-12-23,2010-01-31,COMUNES
56,42,5.44,2010-01-31,2013-07-01,COMUNES
56,42,6.82,2013-07-01,,COMUNES
56,186,24,2009-10-15,,COMUNES
56,187,24,2008-11-03,2009-10-15,COMUNES
56,187,51.68,2017-05-01,,COMUNES
56,71,36.45,2000-05-10,2002-07-04,
56,10,9.33,2002-07-04,2004-12-31,
56,10,9.37,2004-12-31,2005-03-29,
56,10,9.33,2005-03-29,2006-12-27,
56,111,5.864618,2007-07-31,2007-08-31,COMUNES
56,111,5.727,2007-08-31,2007-09-30,COMUNES
56,111,5.367,2007-09-30,2007-10-31,COMUNES
56,111,5.361,2007-10-31,2007-12-31,COMUNES
56,111,5.3369,2007-12-31,2008-01-31,COMUNES
56,111,5.3369,2008-01-31,2008-03-31,COMUNES
56,111,5.348719,2008-03-31,2008-07-31,COMUNES
56,111,5.382688,2008-07-31,2008-11-03,COMUNES
56,112,7.221,2005-12-09,2007-07-31,COMUNES
56,112,8.17,2006-12-27,2007-01-12,
56,11,12.51,2002-06-30,2004-10-27,
56,11,12.41,2004-10-27,2004-12-31,
56,11,12.46,2004-12-31,2005-03-29,
56,11,12.53,2005-03-29,2006-12-27,
56,113,7.409051,2007-07-31,2007-08-31,COMUNES
56,113,7.278,2007-08-31,2007-09-30,COMUNES
56,113,7.156,2007-09-30,2007-10-31,COMUNES
56,113,7.075,2007-10-31,2007-11-30,COMUNES
56,113,7.041,2007-11-30,2007-12-31,COMUNES
56,113,6.99738,2007-12-31,2008-01-31,COMUNES
56,113,6.95706,2008-01-31,2008-02-29,COMUNES
56,113,6.916499,2008-02-29,2008-03-31,COMUNES
56,113,6.880485,2008-03-31,2008-11-03,COMUNES
56,106,9.874,2005-12-09,2007-07-31,COMUNES
56,106,11.53,2006-12-27,2007-01-12,
56,188,51.68,2009-12-01,2017-04-30,COMUNES
56,189,8.32,2009-12-01,2009-12-23,COMUNES
56,14,10.66,2002-06-30,2005-03-29,
56,14,10.72,2005-03-29,2006-12-27,
56,15,5.86,2003-07-23,2004-10-27,
56,15,6.01,2004-10-27,2005-03-29,
56,15,6.17,2005-03-29,2006-12-27,
56,117,4.97,2006-12-27,2007-01-12,
56,78,6.388962,2007-07-31,2007-08-31,COMUNES
56,78,5.976,2007-08-31,2007-09-30,COMUNES
56,78,7.35,2007-09-30,2007-10-31,COMUNES
56,78,7.444,2007-10-31,2007-11-30,COMUNES
56,78,7.312,2007-11-30,2007-12-31,COMUNES
56,78,7.2954,2007-12-31,2008-01-31,COMUNES
56,78,7.29629,2008-01-31,2008-02-29,COMUNES
56,78,7.293664,2008-02-29,2008-03-31,COMUNES
56,78,7.314602,2008-03-31,2008-04-30,COMUNES
56,78,7.316594,2008-04-30,2008-05-31,COMUNES
56,78,7.322708,2008-05-31,2008-06-30,COMUNES
56,78,7.32528,2008-06-30,2008-07-31,COMUNES
56,78,7.323829,2008-07-31,2008-08-30,COMUNES
56,78,7.302535,2008-08-30,2008-09-30,COMUNES
56,78,7.286677,2008-09-30,2008-11-03,COMUNES
56,119,10.141,2005-12-09,2007-07-31,COMUNES
56,119,10.89,2006-12-27,2007-01-12,
57,190,29.4,2016-02-01,2016-12-01,
57,191,29.4,2009-10-09,2016-02-01,
57,186,29.4,2016-12-01,,
57,187,5.62,2006-09-29,2008-10-27,
57,187,29.4,2008-10-28,2009-10-09,COMUNES
57,187,54.2,2017-05-01,,
57,192,55.44,2006-10-24,2008-05-30,
57,192,54.2,2008-06-01,2017-04-30,
57,112,8.32,2006-03-03,2006-10-24,
57,112,6.19,2006-10-24,2008-10-27,
57,106,10.45,2006-03-03,2006-10-24,
57,106,7.82,2006-10-24,2008-10-27,
57,106,6.03,2008-10-28,2015-09-17,COMUNES
57,193,8.29,2006-03-03,2006-10-24,
57,117,5.13,2006-03-03,2006-10-24,
57,78,7.41,2006-10-24,2008-10-27,
57,194,5,2001-06-30,2002-06-30,
58,195,7.5,2007-07-06,2011-03-30,
58,196,99.99,2011-03-30,,
58,197,99.99,2007-01-29,2007-07-06,
58,197,67.5,2007-07-06,2008-11-16,
58,197,7.5,2008-11-17,2008-11-17,
58,198,75,2008-11-17,2011-03-30,
58,198,0.01,2011-03-30,2012-05-07,
58,199,7.5,2007-07-06,2011-03-30,
58,200,7.5,2007-07-06,2008-11-17,
58,201,7.5,2007-07-06,2011-03-30,
58,202,2.5,2007-07-06,2007-07-06,
58,202,0.01,2012-05-07,,
59,10,6.58,2005-07-27,2005-12-07,
59,10,7.95,2005-12-07,2006-10-27,
59,10,6.87,2006-10-27,2007-01-03,
59,10,6.69,2007-01-03,2007-01-12,
59,10,6.65,2007-01-12,2007-02-09,
59,10,6.6,2007-02-09,2008-04-07,
59,112,5.327,2008-10-29,2009-09-22,
59,112,5.944,2009-09-22,2010-05-11,
59,11,6.58,2005-07-27,2005-12-07,
59,11,9.54,2005-12-07,2006-10-27,
59,11,9.32,2006-10-27,2007-01-03,
59,11,9.13,2007-01-03,2007-02-09,
59,11,9.23,2007-02-09,2008-04-07,
59,106,5.82,2008-04-07,2012-07-12,
59,106,5.65,2012-07-12,2013-09-10,
59,106,7.823,2013-09-10,2016-09-13,
59,203,78.95,2005-07-27,2005-12-07,
59,203,61.73,2005-12-07,2012-07-12,
59,203,61.77,2012-07-12,,
59,14,5.19,2006-10-27,2007-01-03,
59,15,8.91,2007-01-03,2007-01-12,
59,15,8.93,2007-01-12,2007-02-09,
59,117,5.2171,2015-02-18,2016-09-13,
59,78,5.31,2016-08-12,2016-09-13,
59,80,9.02,2007-02-09,2008-04-07,
59,204,5.11,2013-10-04,2015-02-18,
59,205,5.01,2011-01-14,2012-07-12,
59,205,5.09,2012-07-12,2013-09-10,
59,205,5.106,2013-09-10,2013-10-01,
60,45,8.77,2005-02-21,2005-05-13,
60,45,10.91,2005-05-13,2005-06-02,
60,45,10.85,2005-06-02,2005-09-07,
60,45,10.89,2005-09-07,2007-01-19,
60,45,10.85,2007-01-19,2015-07-06,
60,206,13.564272,2015-07-06,2016-10-04,
60,206,19.11,2016-10-04,,
60,207,90.92,2005-02-21,2005-05-13,
60,207,88.28,2005-05-13,2005-06-02,
60,207,87.8,2005-06-02,2005-09-07,
60,207,88.07,2005-09-07,2007-01-19,
60,207,87.8,2007-01-19,2015-07-06,
60,207,80.645944,2015-07-06,,
61,208,1,2011-07-08,2011-10-06,
61,209,99,2011-07-08,2011-10-06,
61,209,29,2011-10-06,2011-12-28,
61,209,24.27,2011-12-29,2012-08-23,
61,210,24.27,2012-08-23,2012-10-25,
61,210,30,2012-10-26,2013-03-06,
61,210,30,2013-03-06,,UNICA
61,211,30,2013-03-06,,UNICA
61,124,71,2011-10-06,2011-12-28,
61,124,75.73,2011-12-29,2012-10-25,
61,124,70,2012-10-26,2013-03-06,
61,124,40,2013-03-06,,UNICA
62,212,5.01,2016-07-31,2016-11-30,
62,213,8.08,2003-01-31,2004-05-14,
62,146,5.01,2005-09-15,2005-10-07,
62,214,5.24,2013-07-16,2013-08-12,
62,214,6.01,2013-08-12,2013-09-03,
62,214,6.48,2013-09-03,2013-09-06,
62,214,6.52,2013-09-06,2013-10-07,
62,214,6.77,2013-10-07,2014-03-10,
62,214,6.95,2014-03-10,2014-04-02,
62,214,7.15,2014-04-02,2014-05-09,
62,214,7.25,2014-05-09,2014-06-10,
62,214,7.49,2014-06-10,2014-07-07,
62,214,8.4,2014-07-07,2015-05-11,
62,214,7.58,2015-05-11,2015-06-05,
62,214,7.41,2015-06-05,2015-07-07,
62,214,7.31,2015-07-07,2015-08-11,
62,214,7.3,2015-08-11,2015-11-06,
62,214,7.14,2015-11-06,2015-12-07,
62,214,6.81,2015-12-07,2016-01-11,
62,214,6.07,2016-01-11,2016-02-08,
62,214,5.95,2016-02-08,2016-03-09,
62,214,5.75,2016-03-09,2016-04-08,
62,214,5.68,2016-04-08,2016-04-08,
62,214,5.82,2016-06-30,2016-07-31,
62,214,5.8,2016-07-31,2016-11-30,
62,214,5.82,2016-11-30,2016-12-31,
62,214,4.94,2016-12-31,2017-02-28,
62,214,5.94,2017-02-28,2017-03-31,
62,214,5.86,2017-03-31,2017-04-28,
62,214,5.76,2017-04-28,2017-05-31,
62,214,5.74,2017-05-31,2017-06-30,
62,214,5.7036,2017-06-30,,
62,10,6.4,2004-05-14,2004-10-28,
62,10,8.79,2004-10-28,2005-11-25,
62,10,8.71,2005-11-25,2005-12-14,
62,111,6.27,2010-05-10,2010-07-08,
62,111,5.96,2010-07-08,2010-08-09,
62,111,5.56,2010-08-09,2010-08-31,
62,111,5.66,2010-11-10,2010-11-25,
62,111,5.68,2010-11-25,2011-01-10,
62,111,5.64,2011-01-10,2011-02-09,
62,112,8,2005-12-13,2006-12-28,
62,112,8.79,2005-12-14,2006-05-29,
62,112,8.95,2006-05-29,2006-07-13,
62,112,9.17,2006-07-13,2006-08-17,
62,112,9.33,2006-08-17,2006-09-19,
62,112,9.23,2006-09-19,2006-10-16,
62,112,8.94,2006-10-16,2006-11-06,
62,112,8.83,2006-11-06,2006-11-14,
62,112,8.62,2006-11-14,2006-12-07,
62,112,8.09,2006-12-07,2006-12-21,
62,112,8.49,2006-12-28,2007-01-05,
62,112,8.47,2007-01-05,2007-01-15,
62,112,7.41,2007-01-15,2007-04-30,
62,112,6.8,2007-04-30,2007-05-31,
62,112,6.54,2007-05-31,2007-07-06,
62,112,6.15,2007-07-06,2007-07-17,
62,112,5.95,2007-07-17,2007-08-08,
62,112,6.1,2007-08-08,2007-08-15,
62,112,5.98,2007-08-15,2007-09-12,
62,112,6.08,2007-09-12,2007-09-13,
62,112,6.05,2007-09-13,2007-09-30,
62,112,6.12,2007-09-30,2007-11-12,
62,112,6.05,2007-11-12,2007-12-03,
62,112,6.31,2007-12-03,2007-12-31,
62,112,6.31,2008-01-01,2008-01-24,
62,112,6.34,2008-01-24,2008-02-07,
62,112,6.58,2008-02-07,2008-03-10,
62,112,6.64,2008-03-10,2008-04-09,
62,112,7.58,2008-04-09,2008-05-08,
62,112,7.59,2008-05-08,2008-07-07,
62,112,7.6,2008-07-07,2008-10-09,
62,112,7.63,2008-10-09,2008-12-05,
62,112,7.64,2008-12-05,2009-01-13,
62,112,7.65,2009-01-13,2009-02-13,
62,112,7.7,2009-02-13,2009-04-13,
62,112,7.19,2009-04-13,2009-05-12,
62,112,6.46,2009-05-12,2009-06-10,
62,112,6.42,2009-06-10,2009-07-13,
62,112,6.41,2009-07-13,2009-08-11,
62,112,6.39,2009-08-11,2009-09-09,
62,112,6.43,2009-09-09,2009-10-14,
62,112,6.46,2009-10-14,2009-11-09,
62,112,6.47,2009-11-09,2009-12-10,
62,112,6.17,2009-12-10,2009-12-31,
62,112,6.57,2009-12-31,2010-02-08,
62,112,6.54,2010-02-08,2010-04-12,
62,112,6.43,2010-04-12,2010-05-10,
62,112,5.37,2010-08-31,2010-10-12,
62,112,5.44,2010-10-12,2010-11-10,
62,112,5.42,2011-02-09,2011-03-08,
62,73,5.2,2000-06-30,2002-09-30,
62,215,6.4,2004-05-17,2004-10-28,
62,215,6.46,2004-10-28,2010-11-25,
62,215,5.33,2010-11-25,2010-11-26,
62,11,13.15,2004-10-28,2005-11-25,
62,11,13.11,2005-11-25,2005-12-14,
62,113,6.36,2014-01-08,2014-04-08,
62,113,5.63,2014-05-09,2014-08-07,
62,113,5.29,2014-08-07,2014-09-08,
62,113,5.04,2014-10-07,2014-11-10,
62,113,5.02,2016-06-30,2016-07-31,
62,113,5.03,2016-11-30,2016-12-31,
62,113,5.12,2016-12-31,2017-01-31,
62,113,5.1,2017-01-31,2017-03-31,
62,113,5.08,2017-03-31,2017-04-28,
62,113,5.08,2017-04-28,2017-05-31,
62,113,5.065,2017-06-30,,
62,216,6.35,2011-01-10,2011-05-10,
62,216,7.17,2011-05-10,2011-06-08,
62,216,7.36,2011-09-07,2011-10-10,
62,216,7.45,2011-10-10,2011-11-10,
62,216,7.36,2011-11-10,2011-12-09,
62,216,7.28,2011-12-09,2012-06-08,
62,216,7.3,2012-06-08,2013-01-10,
62,216,7.14,2013-01-10,2013-03-08,
62,216,6.37,2013-03-08,2013-04-05,
62,216,6.03,2013-04-05,2013-05-10,
62,216,5.86,2013-05-10,2013-06-10,
62,216,5.75,2013-06-10,2013-06-25,
62,216,5.16,2013-06-25,2013-07-04,
62,216,5.66,2013-09-03,2013-10-07,
62,216,5.1,2013-10-07,2013-11-12,
62,106,6.99,2005-12-13,2006-12-28,
