"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2007-01-01,2008-02-29,"Credito Leasing S.A.- Credileasing","VICEPRESIDENTE DEL DIRECTORIO",2009-04-22,"A la actualidad","CREDICORP LTD.","1 años, 1 meses, 24 días."
"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2007-01-01,2008-02-29,"Credicorp LTD.","VICEPRESIDENTE DEL DIRECTORIO",2008-03-28,"A la actualidad","CREDICORP LTD.","0 años, 0 meses, 28 días."
"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2007-01-01,2008-02-29,"Credicorp Capital Sociedad Titulizadora S.A.","VICEPRESIDENTE DEL DIRECTORIO",2009-04-22,2010-03-26,"CREDICORP LTD.","1 años, 1 meses, 24 días."
"MORALES DASSO JOSE RAIMUNDO","PRIMA AFP S.A.","PRESIDENTE DEL DIRECTORIO",2007-01-01,2008-02-29,"Banco de Crédito del Perú","VICEPRESIDENTE DEL DIRECTORIO",2009-03-31,"A la actualidad","CREDICORP LTD.","1 años, 1 meses, 2 días."
"RIOS BRICEÑO CESAR GONZALO","PRIMA AFP S.A.",DIRECTOR,2013-10-09,2014-09-05,"SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,2015-09-01,"A la actualidad","CREDICORP LTD.","0 años, 11 meses, 27 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"Credito Leasing S.A.- Credileasing","PRESIDENTE DEL DIRECTORIO",2009-04-22,"A la actualidad","CREDICORP LTD.","0 años, 0 meses, 27 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"Credicorp LTD.","PRESIDENTE EJECUTIVO",2009-03-31,"A la actualidad","CREDICORP LTD.","0 años, 0 meses, 5 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"Credicorp LTD.","PRESIDENTE DEL DIRECTORIO",2009-03-31,"A la actualidad","CREDICORP LTD.","0 años, 0 meses, 5 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"Credicorp Capital Sociedad Titulizadora S.A.","PRESIDENTE DEL DIRECTORIO",2009-04-22,2010-03-26,"CREDICORP LTD.","0 años, 0 meses, 27 días."
"ROMERO PAOLETTI DIONISIO","PRIMA AFP S.A.",DIRECTOR,2009-03-02,2009-03-26,"Banco de Crédito del Perú","PRESIDENTE DEL DIRECTORIO",2009-03-31,"A la actualidad","CREDICORP LTD.","0 años, 0 meses, 5 días."
"ZAPATA MANSILLA BRUNO MANFREDO","PRIMA AFP S.A.","GERENCIA DE RIESGOS",2007-01-01,2009-12-31,"SOLUCION EMPRESA ADMINISTRADORA HIPOTECARIA S.A.",DIRECTOR,2010-03-26,2011-03-31,"CREDICORP LTD.","0 años, 2 meses, 23 días."
"COATE  MICHAEL BRADLEY","PROFUTURO AFP",DIRECTOR,2011-03-31,2011-03-31,"Crediscotia Financiera",DIRECTOR,2012-03-30,2012-10-31,"THE BANK OF NOVA SCOTIA","0 años, 11 meses, 28 días."
"DE LA FELD  HUBERT","PROFUTURO AFP",DIRECTOR,2008-06-19,2010-03-19,"Scotiabank del Perú","CHIEF OPERATING OFFICER (COO)",2011-11-17,2014-09-30,"THE BANK OF NOVA SCOTIA","1 años, 7 meses, 29 días."
"DE LA FELD  HUBERT","PROFUTURO AFP",DIRECTOR,2008-06-19,2010-03-19,"Scotia Sociedad Titulizadora S.A.","VICEPRESIDENTE DEL DIRECTORIO",2010-04-14,2015-04-14,"THE BANK OF NOVA SCOTIA","0 años, 0 meses, 26 días."
"DE LA FELD  HUBERT","PROFUTURO AFP",DIRECTOR,2008-07-17,2010-03-19,"Crediscotia Financiera","VICEPRESIDENTE DEL DIRECTORIO",2010-04-30,2011-03-30,"THE BANK OF NOVA SCOTIA","0 años, 1 meses, 11 días."
"ESPINOSA BEDOYA OSCAR GUILLERMO","PROFUTURO AFP",DIRECTOR,2007-03-28,2011-03-31,"Scotiabank del Perú",DIRECTOR,2016-03-28,2017-03-23,"THE BANK OF NOVA SCOTIA","4 años, 11 meses, 26 días."
"GRADOS SMITH PEDRO LUIS TIRSO","PROFUTURO AFP","GERENTE GENERAL",2012-08-01,2015-06-21,"Scotiabank del Perú","VICEP.WEALTH MANAGEMENT",2015-06-22,2016-09-30,"THE BANK OF NOVA SCOTIA","0 años, 0 meses, 1 días."
"GRADOS SMITH PEDRO LUIS TIRSO","PROFUTURO AFP","GERENTE GENERAL ADJUNTO",2011-04-25,2012-07-31,"Scotiabank del Perú","VICEP.WEALTH MANAGEMENT",2015-06-22,2016-09-30,"THE BANK OF NOVA SCOTIA","2 años, 10 meses, 22 días."
