2015,1,16,-39.8611001
2015,1,17,-530.3764253
2015,1,18,-243.7562824
2015,1,1,84274.02269
2015,1,5,-84270.66436
2015,1,7,20775.49677
2015,1,8,-116363.709
2015,1,2,357335.6396
2015,1,9,34081.28112
2015,1,10,10693.53933
2015,1,6,128384.5071
2015,1,15,121732.3234
2015,2,16,30.85864148
2015,2,17,1573.214117
2015,2,18,747.9128208
2015,2,1,13856.48909
2015,2,5,-63179.81929
2015,2,7,-87258.35962
2015,2,8,24455.06248
2015,2,2,-83089.81323
2015,2,9,78640.78201
2015,2,10,-80819.15211
2015,2,6,174947.2711
2015,2,15,56128.2676
2015,3,16,120.3559895
2015,3,17,-1579.801779
2015,3,18,371.0617705
2015,3,1,146398.3154
2015,3,5,77113.58673
2015,3,7,27102.367
2015,3,8,12604.73115
2015,3,2,175995.372
2015,3,9,72233.60033
2015,3,10,-45555.18365
2015,3,6,80602.25575
2015,3,15,92693.71754
2015,4,16,-1153.220034
2015,4,17,-8892.61717
2015,4,18,-2899.200263
2015,4,1,40578.27136
2015,4,5,110166.2268
2015,4,7,24513.64328
2015,4,8,28842.47868
2015,4,2,182163.8417
2015,4,9,33798.12892
2015,4,10,148443.8774
2015,4,6,88253.28229
2015,4,15,-29152.642
2015,5,16,-46.38072176
2015,5,17,-8626.290757
2015,5,18,-1573.875348
2015,5,1,-14900.85338
2015,5,5,39112.47544
2015,5,7,8616.901648
2015,5,8,7279.594635
2015,5,2,129351.734
2015,5,9,28970.74804
2015,5,10,-62341.20696
2015,5,6,120145.1211
2015,5,15,235011.8207
2015,6,16,324.0119123
2015,6,17,3627.145537
2015,6,18,-115.7453544
2015,6,1,17981.32817
2015,6,5,272304.33
2015,6,7,127078.4773
2015,6,8,14059.40489
2015,6,2,90555.3351
2015,6,9,17512.27495
2015,6,10,7451.26797
2015,6,6,-134446.5879
2015,6,15,-97735.88368
2015,7,16,272.027531
2015,7,17,5994.291357
2015,7,18,213.6264902
2015,7,1,17631.87262
2015,7,5,435680.7203
2015,7,7,95879.5972
2015,7,8,11228.03166
2015,7,2,128649.3506
2015,7,9,53514.63788
2015,7,10,150796.7365
2015,7,6,-37513.18167
2015,7,15,29496.22098
2015,8,16,-308.6564276
2015,8,17,1966.062534
2015,8,18,1080.542046
2015,8,1,12353.71454
2015,8,5,100084.7073
2015,8,7,108035.0609
2015,8,8,2381.243334
2015,8,2,-12706.66357
2015,8,9,2440.356665
2015,8,10,38698.12371
2015,8,6,-79985.11145
2015,8,15,-91993.47202
2015,9,16,-241.5751957
2015,9,17,98.80154688
2015,9,18,277.8918456
2015,9,1,757.2742474
2015,9,5,171507.9872
2015,9,7,52131.27372
2015,9,8,17567.35611
2015,9,2,59682.94737
2015,9,9,49583.24806
2015,9,10,-5359.400081
2015,9,6,-72735.15174
2015,9,15,-459.622945
2015,10,16,-972.182698
2015,10,17,-19412.8203
2015,10,18,-3085.076764
2015,10,1,-18547.54772
2015,10,5,197084.0317
2015,10,7,46456.70899
2015,10,8,-59729.91276
2015,10,2,-556605.9224
2015,10,9,-27733.20969
2015,10,10,-36012.61147
2015,10,6,-90733.62976
2015,10,15,-46597.70936
2015,11,16,-962.7205154
2015,11,17,5427.169393
2015,11,18,2256.568756
2015,11,1,1968.932104
2015,11,5,46768.09812
2015,11,7,-21373.78362
2015,11,8,9955.887792
2015,11,2,156765.5682
2015,11,9,93350.37765
2015,11,10,-13433.31461
2015,11,6,158491.3076
2015,11,15,151630.5992
2015,12,16,-956.7018771
2015,12,17,-15796.70336
2015,12,18,-2382.050019
2015,12,1,4737.888046
2015,12,5,141017.415
2015,12,7,-4984.093483
2015,12,8,9002.897472
2015,12,2,94986.60501
2015,12,9,59835.63059
2015,12,10,-19578.91196
2015,12,6,105501.6387
2015,12,15,4554.507116
