"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2011,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2011,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2012,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2013,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2013,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos de Arrendamiento Financiero",0,0,2013,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Hipotecarios del Sector Financiero",0,0,2011,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",55534.8566,0.027889356,2011,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",55532.73734,0.027746812,2011,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",55176.91411,0.028248128,2011,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",53433.38342,0.027121554,2011,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",53759.63805,0.026549887,2011,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",54242.77768,0.025656785,2011,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",54908.9369,0.025405996,2011,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",56002.34063,0.025031756,2011,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",55913.71408,0.02559035,2011,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",54669.27264,0.023913566,2011,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",54833.12718,0.023231717,2011,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",52191.69085,0.021482051,2011,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",52271.92753,0.020484563,2012,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",52918.98434,0.019862797,2012,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",52838.43396,0.019354047,2012,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",52091.91591,0.018775099,2012,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",53464.72453,0.019291576,2012,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",53622.54707,0.019027035,2012,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",52841.5461,0.01845375,2012,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",58982.78622,0.020229765,2012,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",59202.9854,0.019581144,2012,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",58470.94801,0.018934547,2012,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",59006.45663,0.018758628,2012,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",58750.61941,0.018105054,2012,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",68416.85273,0.02054753,2013,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",69084.98449,0.020465146,2013,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Bonos Subordinados",68699.25006,0.020131196,2013,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Deposito Estructurado",0,0,2011,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Deposito Estructurado",0,0,2011,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Deposito Estructurado",0,0,2011,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2011,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2012,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2013,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2013,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificado de Depósito Individual",0,0,2013,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Certificados de Depósitos Seriados",0,0,2013,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",16273.38062,0.008172419,2011,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",27967.51893,0.01397391,2011,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",26759.5975,0.013699725,2011,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",42440.11947,0.021541626,2011,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",25309.2376,0.012499292,2011,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",39653.81268,0.018756218,2011,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",18580.3438,0.008597,2011,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",38856.08905,0.017367777,2011,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",22676.61516,0.010378536,2011,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",17408.61462,0.007614918,2011,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",32002.10299,0.013558661,2011,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",19546.42483,0.00804529,2011,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",39577.02364,0.015509626,2012,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",29174.72007,0.010950542,2012,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",26211.40195,0.009600903,2012,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",24941.83735,0.008989599,2012,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",22816.78396,0.008232937,2012,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",39376.1062,0.013971932,2012,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",43748.76493,0.015278296,2012,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",10443.8803,0.003582015,2012,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",32386.87226,0.010711825,2012,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",24642.89659,0.007980067,2012,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",35681.5659,0.011343457,2012,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",59057.07918,0.018199495,2012,12,Diciembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",52638.48965,0.015808838,2013,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",40933.58313,0.012125815,2013,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Cuentas Corrientes",78063.38036,0.022875202,2013,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,1,Enero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,2,Febrero
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,3,Marzo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,4,Abril
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,5,Mayo
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,6,Junio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,7,Julio
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,8,Agosto
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,9,Setiembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,10,Octubre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,11,Noviembre
"BAYLY LLONA WALTER","GRUPO CREDITO S.A.","[2010-11-11 / 2013-03-21]","Banco de Crédito del Perú","PRIMA AFP S.A.",RI01,"Depósitos a Plazo",0,0,2011,12,Diciembre
